chunk_id;halaman;entity_text;entity_label;start_char;end_char;confidence
000307-001;523-524;Makkah;LOCATION;475;481;0.99
000307-001;523-524;Shafa;LOCATION;608;613;0.99
000307-001;523-524;Az-Zubair bin Al-Awwam;PERSON;626;648;0.99
000307-001;523-524;Rasulullah;PERSON;684;694;0.99
000307-001;523-524;Makkah;LOCATION;727;733;0.99
000307-001;523-524;Qada;LOCATION;777;781;0.99
000307-001;523-524;Abu Ubaidah;PERSON;924;935;0.99
000307-001;523-524;Makkah;LOCATION;1046;1052;0.99
000307-001;523-524;Rasulullah;PERSON;1062;1072;0.99
000308-001;524;Makkah;LOCATION;93;99;0.99
000308-001;524;Khalid bin Al-Walid;PERSON;127;146;0.99
000308-001;524;Khalid;PERSON;212;218;0.99
000308-001;524;Kurz bin Jabir;PERSON;232;246;0.99
000308-001;524;Khunais bin Khalid bin Rabi'ah;PERSON;260;290;0.99
000308-001;524;Khalid;PERSON;507;513;0.99
000308-001;524;Khalid;PERSON;559;565;0.99
000308-001;524;Hammas bin Qais;PERSON;652;667;0.99
000308-001;524;Khalid bin Al-Walid;PERSON;1171;1190;0.99
000308-001;524;Makkah;LOCATION;1206;1212;0.99
000308-001;524;Rasulullah;PERSON;1237;1247;0.99
000308-001;524;Shafa;LOCATION;1251;1256;0.99
000308-001;524;Rasulullah;PERSON;1417;1427;0.99
000309-001;525;Rasulullah;PERSON;12;22;0.99
000309-001;525;Ka'bah;LOCATION;149;155;0.99
000309-001;525;Ka'bah;LOCATION;202;208;0.99
000309-001;525;Utsman bin Thalhah;PERSON;803;821;0.99
000309-001;525;Ka'bah;LOCATION;865;871;0.99
000309-001;525;Ka'bah;LOCATION;912;918;0.99
000309-001;525;Ibrahim;PERSON;984;991;0.99
000309-001;525;Ibrahim;PERSON;1119;1126;0.99
000310-001;525-526;Ka'bah;LOCATION;21;27;0.99
000310-001;525-526;Usamah;PERSON;55;61;0.99
000310-001;525-526;Bilal;PERSON;66;71;0.99
000310-001;525-526;Ka'bah;LOCATION;106;112;0.99
000310-001;525-526;Ka'bah;LOCATION;145;151;0.99
000310-001;525-526;Ka'bah;LOCATION;347;353;0.99
000310-001;525-526;Ka'bah;LOCATION;441;447;0.99
000310-001;525-526;Ka'bah;LOCATION;526;532;0.99
000310-001;525-526;Ka'bah;LOCATION;670;676;0.99
000310-001;525-526;Ka'bah;LOCATION;1008;1014;0.99
000310-002;525-526;Adam;PERSON;141;145;0.99
000310-002;525-526;Adam;PERSON;150;154;0.99
000310-002;525-526;Yusuf;PERSON;853;858;0.99
000311-001;526-527;Rasulullah;PERSON;5;15;0.99
000311-001;526-527;Ali bin Abu Thalib;PERSON;46;64;0.99
000311-001;526-527;Ka'bah;LOCATION;106;112;0.99
000311-001;526-527;Rasulullah;PERSON;133;143;0.99
000311-001;526-527;Ka'bah;LOCATION;176;182;0.99
000311-001;526-527;Al-Abbas;PERSON;377;385;0.99
000311-001;526-527;Utsman bin Thalhah;PERSON;409;427;0.99
000311-001;526-527;Utsman bin Thalhah;PERSON;438;456;0.99
000311-001;526-527;Utsman;PERSON;521;527;0.99
000311-001;526-527;Ibnu Sa'd;PERSON;604;613;0.99
000311-001;526-527;Utsman bin Thalhah;PERSON;700;718;0.99
000311-001;526-527;Utsman;PERSON;839;845;0.99
000312-001;527;Rasulullah;PERSON;27;37;0.99
000312-001;527;Bilal;PERSON;52;57;0.99
000312-001;527;Ka'bah;LOCATION;77;83;0.99
000312-001;527;Abu Sufyan bin Harb;PERSON;133;152;0.99
000312-001;527;Attab bin Usaid;PERSON;154;169;0.99
000312-001;527;Al-Harits bin Hisyam;PERSON;175;195;0.99
000312-001;527;Ka'bah;LOCATION;220;226;0.99
000312-001;527;Usaid;PERSON;267;272;0.99
000312-001;527;Abu Sufyan;PERSON;465;475;0.99
000313-001;527-528;Rasulullah;PERSON;19;29;0.99
000313-001;527-528;Ummu Hani binti Abu Thalib;PERSON;51;77;0.99
000313-001;527-528;Ummu Hani;PERSON;244;253;0.99
000313-001;527-528;Ali bin Abu Thalib;PERSON;366;384;0.99
000313-001;527-528;Ummu Hani;PERSON;429;438;0.99
000313-001;527-528;Ummu Hani;PERSON;511;520;0.99
000313-001;527-528;Ali;PERSON;607;610;0.99
000313-001;527-528;Ummu Hani;PERSON;706;715;0.99
000314-001;528-529;Rasulullah;PERSON;14;24;0.99
000314-001;528-529;Ka'bah;LOCATION;179;185;0.99
000314-001;528-529;Abdul Uzza bin Khathal;PERSON;213;235;0.99
000314-001;528-529;Abdullah bin Abu Sarh;PERSON;237;258;0.99
000314-001;528-529;Ikrimah bin Abu Jahl;PERSON;260;280;0.99
000314-001;528-529;Al-Harits bin Nufail bin Wahb;PERSON;282;311;0.99
000314-001;528-529;Miqyas bin Shubabah;PERSON;313;332;0.99
000314-001;528-529;Habbar bin Al-Aswad;PERSON;334;353;0.99
000314-001;528-529;Ibnu Khathal;PERSON;375;387;0.99
000314-001;528-529;Hathib bin Abu Balta'ah;PERSON;506;529;0.99
000314-001;528-529;Abdullah bin Abu Sarh;PERSON;580;601;0.99
000314-001;528-529;Utsman bin Affan;PERSON;615;631;0.99
000314-001;528-529;Utsman bin Affan;PERSON;716;732;0.99
000314-001;528-529;Utsman;PERSON;739;745;0.99
000314-001;528-529;Abdullah bin Abu Sarh;PERSON;895;916;0.99
000314-001;528-529;Abdullah bin Sarh;PERSON;946;963;0.99
000314-001;528-529;Madinah;LOCATION;1006;1013;0.99
000314-001;528-529;Makkah;LOCATION;1062;1068;0.99
000314-001;528-529;Ikrimah bin Abu Jahl;PERSON;1069;1089;0.99
000314-001;528-529;Yaman;LOCATION;1108;1113;0.99
000314-001;528-529;Rasulullah;PERSON;1165;1175;0.99
000314-001;528-529;Yaman;LOCATION;1214;1219;0.99
000314-001;528-529;Makkah;LOCATION;1256;1262;0.99
000314-001;528-529;Ikrimah;PERSON;1267;1274;0.99
000314-001;528-529;Ibnu Khathal;PERSON;1298;1310;0.99
000314-001;528-529;Ka'bah;LOCATION;1337;1343;0.99
000314-002;528-529;Miqyas bin Shubabah;PERSON;71;90;0.99
000314-002;528-529;Numailah bin Abdullah;PERSON;99;120;0.99
000314-002;528-529;Ummu Hani;PERSON;217;226;0.99
000314-002;528-529;Makkah;LOCATION;311;317;0.99
000314-002;528-529;Ummu Hani;PERSON;342;351;0.99
000314-002;528-529;Al-Harits bin Nufail;PERSON;549;569;0.99
000314-002;528-529;Rasulullah;PERSON;630;640;0.99
000314-002;528-529;Makkah;LOCATION;649;655;0.99
000314-002;528-529;Ali bin Abu Thalib;PERSON;669;687;0.99
000314-002;528-529;Habbar bin Al-Aswad;PERSON;689;708;0.99
000314-002;528-529;Zainab binti Rasulullah;PERSON;760;783;0.99
000314-002;528-529;Madinah;LOCATION;806;813;0.99
000314-002;528-529;Zainab;PERSON;868;874;0.99
000314-002;528-529;Makkah;LOCATION;967;973;0.99
000314-002;528-529;Ibnu Hajar;PERSON;1226;1236;0.99
000314-002;528-529;Abu Ma'syar;PERSON;1238;1249;0.99
000314-002;528-529;Al-Harits bin Ath-Thulatil;PERSON;1318;1344;0.99
000314-002;528-529;Ali bin Abu Thalib;PERSON;1370;1388;0.99
000314-002;528-529;Ka'b bin Zuhair;PERSON;1436;1451;0.99
000314-003;528-529;Ka'b bin Zuhair;PERSON;46;61;0.99
000314-003;528-529;Wahsy bin Harb;PERSON;178;192;0.99
000314-003;528-529;Hindun binti Uthbah;PERSON;194;213;0.99
000314-003;528-529;Abu Sufyan;PERSON;221;231;0.99
000314-003;528-529;Ummu Sa'd;PERSON;311;320;0.99
000314-003;528-529;Ibnu Ishaq;PERSON;355;365;0.99
000314-003;528-529;Ummu Sa'd;PERSON;481;490;0.99
000315-001;529-530;Umair bin Al-Wahb;PERSON;179;196;0.99
000315-001;529-530;Rasulullah;PERSON;251;261;0.99
000315-001;529-530;Makkah;LOCATION;367;373;0.99
000315-001;529-530;Yaman;LOCATION;476;481;0.99
000315-001;529-530;Rasulullah;PERSON;837;847;0.99
000316-001;530-531;Rasulullah;PERSON;36;46;0.99
000316-001;530-531;Makkah;LOCATION;247;253;0.99
000316-001;530-531;Makkah;LOCATION;297;303;0.99
000316-001;530-531;Rasulullah;PERSON;564;574;0.99
000316-001;530-531;Al-Abbas;PERSON;1078;1086;0.99
000316-001;530-531;Rasulullah;PERSON;1103;1113;0.99
000316-001;530-531;Rasulullah;PERSON;1377;1387;0.99
000316-002;530-531;Rasulullah;PERSON;16;26;0.99
000316-002;530-531;Yaman;LOCATION;551;556;0.99
000316-002;530-531;Abu Syah;PERSON;570;578;0.99
000316-002;530-531;Rasulullah;PERSON;641;651;0.99
000316-002;530-531;Abu Syah;PERSON;704;712;0.99
000317-001;531;Rasulullah;PERSON;8;18;0.99
000317-001;531;Makkah;LOCATION;57;63;0.99
000317-001;531;Rasulullah;PERSON;199;209;0.99
000317-001;531;Makkah;LOCATION;226;232;0.99
000317-001;531;Shafa;LOCATION;304;309;0.99
000317-001;531;Rasulullah;PERSON;433;443;0.99
000318-001;531-532;Makkah;LOCATION;25;31;0.99
000318-001;531-532;Rasulullah;PERSON;37;47;0.99
000318-001;531-532;Makkah;LOCATION;86;92;0.99
000318-001;531-532;Rasulullah;PERSON;278;288;0.99
000318-001;531-532;Shafa;LOCATION;298;303;0.99
000318-001;531-532;Umar bin Al-Khaththab;PERSON;337;358;0.99
000318-001;531-532;Shafa;LOCATION;650;655;0.99
000318-001;531-532;Umar;PERSON;660;664;0.99
000318-001;531-532;Hindun binti Uthbah;PERSON;820;839;0.99
000318-001;531-532;Abu Sufyan;PERSON;847;857;0.99
000318-001;531-532;Hamzah;PERSON;997;1003;0.99
000318-001;531-532;Rasulullah;PERSON;1005;1015;0.99
000318-001;531-532;Umar bin Al-Khaththab;PERSON;1106;1127;0.99
000318-002;531-532;Rasulullah;PERSON;0;10;0.99
000318-002;531-532;Umar bin Al-Khaththab;PERSON;101;122;0.99
000318-002;531-532;Abu Sufyan;PERSON;265;275;0.99
000318-002;531-532;Abu Sufyan;PERSON;353;363;0.99
000318-002;531-532;Rasulullah;PERSON;422;432;0.99
000318-002;531-532;Perang Badr;EVENT;1022;1033;0.99
000318-002;531-532;Umar;PERSON;1063;1067;0.99
000319-001;532;Rasulullah;PERSON;0;10;0.99
000319-001;532;Makkah;LOCATION;14;20;0.99
000319-001;532;Abu Usaid;PERSON;170;179;0.99
000319-001;532;Makkah;LOCATION;355;361;0.99
000319-001;532;Makkah;LOCATION;383;389;0.99
000320-001;532-536;Khalid bin Al-Walid;PERSON;110;129;0.99
000320-001;532-536;bulan Ramadhan;TIME;229;243;0.99
000320-001;532-536;Khalid;PERSON;396;402;0.99
000320-001;532-536;Khalid;PERSON;498;504;0.99
000320-001;532-536;Rasulullah;PERSON;514;524;0.99
000320-001;532-536;Khalid;PERSON;583;589;0.99
000320-001;532-536;Khalid;PERSON;724;730;0.99
000320-001;532-536;Khalid;PERSON;936;942;0.99
000320-001;532-536;Khalid;PERSON;1033;1039;0.99
000320-001;532-536;Rasulullah;PERSON;1094;1104;0.99
000320-001;532-536;Amru bin Al-Ash;PERSON;1247;1262;0.99
000320-001;532-536;Makkah;LOCATION;1353;1359;0.99
000320-002;532-536;Makkah;LOCATION;51;57;0.99
000320-002;532-536;Rasulullah;PERSON;139;149;0.99
000320-002;532-536;Sa'd bin Zaid;PERSON;748;761;0.99
000320-003;532-536;Khalid bin Al-Walid;PERSON;197;216;0.99
000320-003;532-536;Rasulullah;PERSON;224;234;0.99
000320-003;532-536;bulan Sya'ban;TIME;240;253;0.99
000320-003;532-536;Khalid;PERSON;594;600;0.99
000320-003;532-536;Ibnu Umar;PERSON;820;829;0.99
000320-003;532-536;Khalid;PERSON;869;875;0.99
000320-003;532-536;Ibnu Umar;PERSON;881;890;0.99
000320-003;532-536;Rasulullah;PERSON;925;935;0.99
000320-003;532-536;Ali bin Abu Thalib;PERSON;1246;1264;0.99
000320-003;532-536;Khalid;PERSON;1354;1360;0.99
000320-003;532-536;Abdurrahman bin Auf;PERSON;1365;1384;0.99
000320-004;532-536;Khalid;PERSON;0;6;0.99
000320-004;532-536;Abdurrahman bin Auf;PERSON;11;30;0.99
000320-004;532-536;Khalid;PERSON;139;145;0.99
000320-004;532-536;Khalid;PERSON;163;169;0.99
000320-004;532-536;Uhud;LOCATION;219;223;0.99
000320-004;532-536;Makkah;LOCATION;445;451;0.99
000320-004;532-536;Jazirah Arab;LOCATION;661;673;0.99
000320-004;532-536;Makkah;LOCATION;700;706;0.99
000320-004;532-536;Abrahah;PERSON;1146;1153;0.99
000320-004;532-536;Ka'bah;LOCATION;1165;1171;0.99
000320-004;532-536;Perjanjian Hudaibiyah;EVENT;1294;1315;0.99
000320-005;532-536;Makkah;LOCATION;201;207;0.99
000320-005;532-536;Makkah;LOCATION;483;489;0.99
000320-005;532-536;Makkah;LOCATION;564;570;0.99
000320-005;532-536;Jazirah Arab;LOCATION;813;825;0.99
000320-005;532-536;Perjanjian Hudaibiyah;EVENT;959;980;0.99
000320-005;532-536;Ibnu Hisyam;PERSON;1255;1266;0.99
000320-006;532-536;Rasulullah;PERSON;164;174;0.99
000321-001;537;Rasulullah;PERSON;62;72;0.99
000321-001;537;Makkah;LOCATION;318;324;0.99
000321-001;537;Jazirah Arab;LOCATION;445;457;0.99
000321-001;537;Penaklukan Makkah;EVENT;473;490;0.99
000321-001;537;Jazirah Arab;LOCATION;784;796;0.99
000322-001;538;Makkah;LOCATION;12;18;0.99
000322-001;538;Makkah;LOCATION;105;111;0.99
000322-001;538;Sa'd bin Bakr;PERSON;442;455;0.99
000322-001;538;Makkah;LOCATION;632;638;0.99
000322-001;538;Malik bin Auf;PERSON;680;693;0.99
000323-001;538;Malik bin Auf;PERSON;42;55;0.99
000323-001;538;Hunain;LOCATION;312;318;0.99
000323-001;538;Hunain;LOCATION;347;353;0.99
000323-001;538;Hunain;LOCATION;364;370;0.99
000323-001;538;Makkah;LOCATION;445;451;0.99
000323-001;538;Arafah;LOCATION;488;494;0.99
000324-001;538-539;Duraid bin Ash-Shimah;PERSON;44;65;0.99
000324-001;538-539;Malik bin Auf;PERSON;544;557;0.99
000324-001;538-539;Malik bin Auf;PERSON;650;663;0.99
000324-002;538-539;Malik bin Auf;PERSON;225;238;0.99
000325-001;539-540;Malik bin Auf;PERSON;0;13;0.99
000325-001;539-540;Rasulullah;PERSON;413;423;0.99
000325-001;539-540;Abu Hadrad;PERSON;433;443;0.99
000326-001;540;tanggal 6 Syawwal;TIME;5;22;0.99
000326-001;540;Rasulullah;PERSON;28;38;0.99
000326-001;540;Makkah;LOCATION;52;58;0.99
000326-001;540;Makkah;LOCATION;130;136;0.99
000326-001;540;Makkah;LOCATION;237;243;0.99
000326-001;540;Makkah;LOCATION;270;276;0.99
000326-001;540;Shafwan bin Umayyah;PERSON;360;379;0.99
000326-001;540;Attab bin Usaid;PERSON;400;415;0.99
000326-001;540;Rasulullah;PERSON;658;668;0.99
000326-001;540;Anas bin Abu Martsad;PERSON;827;847;0.99
000326-001;540;Hunain;LOCATION;899;905;0.99
000326-001;540;Muhammad;PERSON;1270;1278;0.99
000326-001;540;Musa;PERSON;1351;1355;0.99
000326-002;540;Rasulullah;PERSON;355;365;0.99
000327-001;541;tanggal 10 Syawwal;TIME;16;34;0.99
000327-001;541;Hunain;LOCATION;58;64;0.99
000327-001;541;Malik bin Auf;PERSON;80;93;0.99
000327-001;541;Rasulullah;PERSON;455;465;0.99
000327-001;541;Hunain;LOCATION;636;642;0.99
000327-001;541;Abu Sufyan bin Harb;PERSON;1000;1019;0.99
000327-001;541;Laut Merah;LOCATION;1106;1116;0.99
000327-001;541;Kaladah bin Al-Junaid;PERSON;1132;1153;0.99
000327-001;541;Rasulullah;PERSON;1215;1225;0.99
000327-001;541;Muhammad bin Abdullah;PERSON;1330;1351;0.99
000327-002;541;Rasulullah;PERSON;229;239;0.99
000327-002;541;Abdul Muthathalib;PERSON;400;417;0.99
000327-002;541;Abu Sufyan bin Al-Harits;PERSON;431;455;0.99
000327-002;541;Al-Abbas;PERSON;502;510;0.99
000328-001;541-542;Rasulullah;PERSON;0;10;0.99
000328-001;541-542;Al-Abbas;PERSON;38;46;0.99
000328-001;541-542;Al-Abbas;PERSON;111;119;0.99
000328-001;541-542;Rasulullah;PERSON;704;714;0.99
000328-001;541-542;Al-Harits bin Al-Khazraj;PERSON;925;949;0.99
000329-001;542-543;Hunain;LOCATION;474;480;0.99
000330-001;543;Tha'if;LOCATION;90;96;0.99
000330-001;543;Abu Amir;PERSON;209;217;0.99
000330-001;543;Abu Amir;PERSON;434;442;0.99
000330-001;543;Duraid bin Ash-Shimah;PERSON;608;629;0.99
000330-001;543;Rabi;PERSON;671;675;0.99
000330-001;543;bin Rufai;PERSON;679;688;0.99
000330-001;543;Tha'if;LOCATION;740;746;0.99
000330-001;543;Hunain;LOCATION;832;838;0.99
000331-001;543-544;Rasulullah;PERSON;129;139;0.99
000331-001;543-544;Mas'ud bin Amr;PERSON;268;282;0.99
000331-001;543-544;perang Tha'if;EVENT;377;390;0.99
000331-001;543-544;Asy-Syaima' binti Al-Harits;PERSON;428;455;0.99
000332-001;544-545;Perang Hunain;EVENT;70;83;0.99
000332-001;544-545;Tha'if;LOCATION;138;144;0.99
000332-001;544-545;Malik bin Auf;PERSON;180;193;0.99
000332-001;544-545;Rasulullah;PERSON;241;251;0.99
000332-001;544-545;Tha'if;LOCATION;264;270;0.99
000332-001;544-545;Hunain;LOCATION;283;289;0.99
000332-001;544-545;Khalid bin Walid;PERSON;350;366;0.99
000332-001;544-545;Rasulullah;PERSON;430;440;0.99
000332-001;544-545;Malik bin Auf;PERSON;561;574;0.99
000332-001;544-545;Tha'if;LOCATION;680;686;0.99
000332-001;544-545;Tha'if;LOCATION;1419;1425;0.99
000332-002;544-545;Tha'if;LOCATION;70;76;0.99
000332-002;544-545;Rasulullah;PERSON;549;559;0.99
000332-002;544-545;Tha'if;LOCATION;699;705;0.99
000332-002;544-545;Abu Bakrah;PERSON;1028;1038;0.99
000332-002;544-545;Tha'if;LOCATION;1078;1084;0.99
000332-002;544-545;Abu Bakrah;PERSON;1169;1179;0.99
000332-003;544-545;Abu Bakrah;PERSON;25;35;0.99
000332-003;544-545;Rasulullah;PERSON;320;330;0.99
000332-003;544-545;Naufal bin Mu'awiyyah;PERSON;348;369;0.99
000332-003;544-545;Umar bin Al-Khaththab;PERSON;662;683;0.99
000332-004;544-545;Rasulullah;PERSON;195;205;0.99
000333-001;546-547;Tha if;LOCATION;42;48;0.99
000333-001;546-547;Rasulullah;PERSON;50;60;0.99
000333-001;546-547;Makkah;LOCATION;439;445;0.99
000333-001;546-547;Abu Sufyan bin Harb;PERSON;596;615;0.99
000333-001;546-547;Yazid;PERSON;741;746;0.99
000333-001;546-547;Yazid;PERSON;769;774;0.99
000333-001;546-547;Abu Sufyan;PERSON;794;804;0.99
000333-001;546-547;Mu'awiyah;PERSON;845;854;0.99
000333-001;546-547;Hakim bin Hizam;PERSON;941;956;0.99
000333-001;546-547;Shafwan bin Umayyah;PERSON;1038;1057;0.99
000333-001;546-547;Al-Harits bin Al-Harits bin Kaladah;PERSON;1180;1215;0.99
000333-002;546-547;Al-Harits bin Al-Harits bin Kaladah;PERSON;0;35;0.99
000333-002;546-547;Muhammad;PERSON;251;259;0.99
000333-002;546-547;Tihamah;LOCATION;627;634;0.99
000333-002;546-547;Zaid bin Tsabit;PERSON;1223;1238;0.99
000334-001;547-549;Hunain;LOCATION;298;304;0.99
000334-001;547-549;Rasulullah;PERSON;399;409;0.99
000334-001;547-549;Ibnu Ishaq;PERSON;560;570;0.99
000334-001;547-549;Abu Sa'ida;PERSON;589;599;0.99
000334-001;547-549;Rasulullah;PERSON;633;643;0.99
000334-001;547-549;Rasulullah;PERSON;881;891;0.99
000334-001;547-549;Sa'ad bin Ubadah;PERSON;928;944;0.99
000334-001;547-549;Rasulullah;PERSON;991;1001;0.99
000334-002;547-549;Rasulullah;PERSON;130;140;0.99
000334-002;547-549;Sa'd bin Ubadah;PERSON;281;296;0.99
000334-002;547-549;Rasulullah;PERSON;1330;1340;0.99
000334-003;547-549;Rasulullah;PERSON;73;83;0.99
000334-003;547-549;Muhammad;PERSON;936;944;0.99
000334-004;547-549;Rasulullah;PERSON;214;224;0.99
000335-001;549-550;Zuhair bin Shurad;PERSON;137;154;0.99
000335-001;549-550;Abu Burqan;PERSON;208;218;0.99
000335-001;549-550;Rasulullah;PERSON;811;821;0.99
000335-001;549-550;Rasulullah;PERSON;847;857;0.99
000335-001;549-550;Rasulullah;PERSON;1258;1268;0.99
000335-001;549-550;Al-Aqra' bin Habis;PERSON;1271;1289;0.99
000335-001;549-550;Uyainah bin Hishn;PERSON;1349;1366;0.99
000335-002;549-550;Rasulullah;PERSON;145;155;0.99
000335-002;549-550;Al-Aqra' bin Habis;PERSON;158;176;0.99
000335-002;549-550;Uyainah bin Hishn;PERSON;236;253;0.99
000335-002;549-550;Al-Abbas bin Mirdas;PERSON;314;333;0.99
000335-002;549-550;Rasulullah;PERSON;447;457;0.99
000335-002;549-550;Al-Abbas bin Mirdas;PERSON;500;519;0.99
000335-002;549-550;Rasulullah;PERSON;521;531;0.99
000335-002;549-550;Rasulullah;PERSON;1114;1124;0.99
000335-003;549-550;Uyainah bin Hishn;PERSON;280;297;0.99
000336-001;550-551;Rasulullah;PERSON;43;53;0.99
000336-001;550-551;Makkah;LOCATION;139;145;0.99
000336-001;550-551;Madinah;LOCATION;231;238;0.99
000336-001;550-551;Attab bin Usaid;PERSON;252;267;0.99
000336-001;550-551;Makkah;LOCATION;292;298;0.99
000336-001;550-551;Madinah;LOCATION;324;331;0.99
000336-001;550-551;bulan Dzul Hijjah 8 H;TIME;363;384;0.99
000336-001;550-551;Muhammad;PERSON;386;394;0.99
000336-001;550-551;Madinah;LOCATION;562;569;0.99
000336-001;550-551;Makkah;LOCATION;1078;1084;0.99
000336-001;550-551;Perang Khunain;EVENT;1409;1423;0.99
000337-001;552;Rasulullah;PERSON;84;94;0.99
000337-001;552;Madinah;LOCATION;106;113;0.99
000338-001;552-553;Rasulullah;PERSON;58;68;0.99
000338-001;552-553;Madinah;LOCATION;72;79;0.99
000338-001;552-553;tahun 8 H;TIME;111;120;0.99
000338-001;552-553;bulan Muharram tahun 9 H;TIME;163;187;0.99
000338-001;552-553;Uyainah bin Hishn;PERSON;315;332;0.99
000338-001;552-553;Yazid bin Al-Hushain;PERSON;350;370;0.99
000338-001;552-553;Abbad bin Bisyr;PERSON;394;409;0.99
000338-001;552-553;Rafi' bin Mukaits;PERSON;436;453;0.99
000338-001;552-553;Amru bin Al-Ash;PERSON;469;484;0.99
000338-001;552-553;Adh-Dhahak bin Sufyan;PERSON;504;525;0.99
000338-001;552-553;Basyir bin Sufyan;PERSON;543;560;0.99
000338-001;552-553;Ka'b;PERSON;569;573;0.99
000338-001;552-553;Ibnul Latibah;PERSON;577;590;0.99
000338-001;552-553;Al-Muhajir bin Abu Umayyah;PERSON;618;644;0.99
000338-001;552-553;Ziyad bin Lubaid;PERSON;659;675;0.99
000338-001;552-553;Adi bin Hatim;PERSON;693;706;0.99
000338-001;552-553;Malik bin Nuwairah;PERSON;734;752;0.99
000338-001;552-553;Az-Zibriqan bin Badr;PERSON;775;795;0.99
000338-001;552-553;Qais bin Ashim;PERSON;822;836;0.99
000338-001;552-553;Al-A'la bin Al-Hadhrami;PERSON;874;897;0.99
000338-001;552-553;Al-Bahrain bin Abu Thalib;PERSON;901;926;0.99
000338-001;552-553;Najran;LOCATION;930;936;0.99
000338-001;552-553;bulan Muharram 9 H;TIME;1029;1047;0.99
000338-001;552-553;bulan Muharram 9 H;TIME;1289;1307;0.99
000338-001;552-553;Hudaibiyah;LOCATION;1390;1400;0.99
000338-001;552-553;Makkah;LOCATION;1429;1435;0.99
000339-001;553-557;Uyainah bin Hishn;PERSON;283;300;0.99
000339-001;553-557;bulan Muharram 9 H;TIME;316;334;0.99
000339-001;553-557;Uyainah bin Hishn;PERSON;605;622;0.99
000339-001;553-557;Madinah;LOCATION;940;947;0.99
000339-001;553-557;Ramlah binti Al-Harits;PERSON;971;993;0.99
000339-001;553-557;Rasulullah;PERSON;1060;1070;0.99
000339-001;553-557;Muhammad;PERSON;1094;1102;0.99
000339-002;553-557;Utharid bin Hajib;PERSON;101;118;0.99
000339-002;553-557;Rasulullah;PERSON;162;172;0.99
000339-002;553-557;Tsabit bin Qais bin Syammas;PERSON;187;214;0.99
000339-002;553-557;Az-Zibriqan bin Badr;PERSON;325;345;0.99
000339-002;553-557;Hassan bin Tsabit;PERSON;414;431;0.99
000339-002;553-557;Al-Aqra' bin Habis;PERSON;526;544;0.99
000339-002;553-557;Rasulullah;PERSON;778;788;0.99
000339-002;553-557;Quthbah bin Amir;PERSON;886;902;0.99
000339-002;553-557;bulan Shafar 9 H;TIME;986;1002;0.99
000339-002;553-557;Madinah;LOCATION;1363;1370;0.99
000339-002;553-557;Adh-Dhahak bin Sufyan;PERSON;1390;1411;0.99
000339-002;553-557;bulan Rabi'ul Awwal 9 H;TIME;1441;1464;0.99
000339-003;553-557;Adh-Dhahak bin Sufyan;PERSON;15;36;0.99
000339-003;553-557;bulan Rabi'ul Awwal 9 H;TIME;66;89;0.99
000339-003;553-557;Alqamah bin Mujazziz;PERSON;357;377;0.99
000339-003;553-557;bulan Rabi'ul Awwal 9 H;TIME;412;435;0.99
000339-003;553-557;Habasyah;LOCATION;511;519;0.99
000339-003;553-557;Makkah;LOCATION;580;586;0.99
000339-003;553-557;Habasyah;LOCATION;650;658;0.99
000339-003;553-557;Ali bin Abu Thalib;PERSON;745;763;0.99
000339-003;553-557;bulan Muharram 9 H;TIME;971;989;0.99
000339-003;553-557;Al-Aqra' bin Habis;PERSON;1059;1077;0.99
000339-003;553-557;Al-Aqra' bin Habislah;PERSON;1147;1168;0.99
000339-003;553-557;Rabi'ul;TIME;1407;1414;0.99
000339-004;553-557;Rabi'ul Awwal;TIME;22;35;0.99
000339-004;553-557;Rasulullah;PERSON;41;51;0.99
000339-004;553-557;Adi bin Hatim;PERSON;413;426;0.99
000339-004;553-557;Syam;LOCATION;460;464;0.99
000339-004;553-557;Madinah;LOCATION;661;668;0.99
000339-004;553-557;Adi bin Hatim;PERSON;678;691;0.99
000339-004;553-557;Rasulullah;PERSON;714;724;0.99
000339-004;553-557;Rasulullah;PERSON;750;760;0.99
000339-004;553-557;Adi bin Hatim;PERSON;1058;1071;0.99
000339-005;553-557;Adi bin Hatim;PERSON;470;483;0.99
000339-005;553-557;Syam;LOCATION;487;491;0.99
000339-005;553-557;Rasulullah;PERSON;544;554;0.99
000339-005;553-557;Adi bin Hatim;PERSON;728;741;0.99
000339-005;553-557;Rasulullah;PERSON;750;760;0.99
000339-005;553-557;Adi bin Hatim;PERSON;1141;1154;0.99
000339-006;553-557;Adi bin Hatim;PERSON;199;212;0.99
000339-006;553-557;Rasulullah;PERSON;253;263;0.99
000339-006;553-557;Ibnu Ishaq;PERSON;392;402;0.99
000339-006;553-557;Adi bin Hatim;PERSON;408;421;0.99
000339-006;553-557;Adi bin Hatim;PERSON;746;759;0.99
000339-007;553-557;Ka'bah;LOCATION;744;750;0.99
000339-007;553-557;Ka'bah;LOCATION;1138;1144;0.99
000339-007;553-557;Kisra bin Hurmuz;PERSON;1242;1258;0.99
000340-001;558;Makkah;LOCATION;19;25;0.99
000340-001;558;Muhammad;PERSON;157;165;0.99
000340-001;558;Jazirah Arab;LOCATION;177;189;0.99
000341-001;558-559;Rasulullah;PERSON;315;325;0.99
000341-001;558-559;Al-Harits bin Umair;PERSON;328;347;0.99
000341-001;558-559;Syurahbil bin Amr;PERSON;358;375;0.99
