chunk_id;doc_id;chunk_index;judul_bab;judul_sub_bab;halaman;teks_chunk;entity_text;label;notes;start_char;end_char
000109-003;109;3;PERJANJIAN DENGAN PIHAK YAHUDI;UNLABELED SECTION;251-252;Sehingga dengan begitu Madinah benar-benar menjadi ibukota bagi Islam. Untuk melebarkan wilayah yang aman dan damai, Rasulullah sudah siap-siap melibatkan kabilah-kabilah lain di kemudian hari dalam perjanjian ini, sebagaimana yang akan kami kupas di bagian mendatang. 147 Sirah An-Nabawiyah, Ibnu Hisyam, 1/503-504.;;;;;
000244-001;244;1;PERJANJIAN HUDAIBIYAH;Beberapa Tokoh Quraisy Masuk Islam;450;"Pada awal tahun 7 H. tepatnya setelah dikukuhkan gencatan senjata, ada beberapa tokoh Quraisy yang masuk Islam, seperti Amr bin Al-Ash, Khalid bin Al-Walid dan Utsman bin Thalhah. Setelah menemui Nabi , mereka yang masuk Islam ini menuturkan. Masjid Al-Hudaibiyyah ""Makkah telah menyerahkan jantung hatinya kepada kita."" 221 Ada perbedaan pendapat tentang penetapan tahun keislamanan para sahabat ini. Mayoritas buku- buku yang memuat nama-nama tokoh menyebutkan pada tahun 8 H. Tetapi kisah keislaman Amr bin Al-Ash di hadapan raja Najasyi cukup terkenal. Sementara Khalid bin Al-Walid dan Utsman bin Thalhah masuk Islam setelah Amr bin Al-Ash kembali dari Habasyah. Sebenarnya dalam perjalanan pulang dari Habasyah itu Amr ingin langsung menuju Madinah. Tetapi di tengah perjalanan dia berpapasan dengan keduanya. Akhirnya bertiga menemui Nabi dan masuk Islam di sana. Dengan rentetan ini, berarti mereka masuk Islam pada tahun 7 H. Wallahu 'Alam.";;;;;
000235-002;235;2;PERJANJIAN HUDAIBIYAH;Utsman bin Affan sebagai Duta ke Pihak Quraisy;438-439;Lalu Aban bin Sa'id bin Al-Ash menyambut kedatangannya, menyiapkan kudanya dan menyuruh Utsman naik ke atas punggung kudanya. Aban memberikan jaminan perlindungan kepada Utsman dan mengawalnya hingga tiba di Makkah. Dia menyampaikan pengiriman duta ini kepada para pemimpin Quraisy. Sebenarnya mereka menawarkan kepada Utsman untuk melaksanakan thawaf di Ka bah. Tetapi Utsman menolak tawaran ini. Dia tidak akan thawaf sebelum Rasulullah thawaf;;;;;
000241-003;241;3;PERJANJIAN HUDAIBIYAH;Apa yang Bisa Dipetik dari Klausul-klausul Perjanjian?;445-447;"Selama dua tahun setelah itu, pasukan Islam terdiri dari sepuluh ribu prajurit, yaitu saat penaklukkan Makkah Klausul kedua juga merupakan bagian kedua dari kemenangan bagi orang- orang Muslim. Mereka bukan pihak yang mengawali peperangan, tetapi pihak Quraisylah yang mengawalinya. Allah berfirman, O J_I pZZ ""Dan, merekalah yang pertama kali memulai memerangi kalian. "" (At- Taubah: 13) Patroli militer yang dilakukan orang-orang Muslim tidak lain dimaksudkan hanya untuk memancing dendam orang-orang Quraisy dan keinginan mereka agar menghalangi manusia dari jalan Allah atau sekedar mengimbangi mereka Yang pasti, masing-masing pihak berbuat menurut versinya masing-masing Sebab perjanjian gencatan senjata yang disepakati berlaku selama sepuluh tahun, tentu akan membatasi kedengkian dan dendam mereka. Klausul pertama merupakan pagar pembatas bagi Quraisy, sehingga mereka tidak bisa menghalangi seseorang untuk memasuki Masjidil Haram. Ini juga merupakan kegagalan bagi Quraisy. Ini merupakan obat yang efektif hanya sementara waktu bagi Quraisy. Mereka bisa menghalangi manusia memasuki Masjidil Haram hanya selama satu tahun. Pihak Quraisy memberikan tiga celah ini kepada orang-orang Muslim. Mereka hanya memiliki satu celah saja, yaitu klausul keempat. Tetapi celah ini pun sebenarnya tak banyak artinya. Di sini tidak ada sesuatu yang membahayakan bagi orang-orang Muslim.";;;;;
000242-002;242;2;PERJANJIAN HUDAIBIYAH;Orang-orang Muslim Murung dan Dialog Umar dengan Rasulullah;447-449;"""Begitulah,"" jawab beliau. ""Lalu mengapa kita merendahkan agama kita dan kembali, padahal Allah belum lagi membuat keputusan antara kita dan mereka?"" Tanya Umar ""Wahai Ibnul Khaththab, aku adalah Rasul Allah dan aku tidak akan men. durhakai-Nya. Dia adalah penolongku dan sekali-kali tidak akan menelantarkan aku,"" jawab beliau. ""Bukankah engkau telah memberitahukan kepada kami bahwa kita akan mendatangi Ka'bah dan thawaf di sana?"" ""Begitulah. Apakah aku pernah menjanjikan kita untuk ke sana tahun ini? Umar menjawab, ""Tidak."" ""Kalau begitu engkau akan pergi ke Ka'bah dan thawaf di sana tahun depan,"" sabda beliau. Umar masih penasaran dengan hati yang kurang enak. Lalu dia menemui Abu Bakar dan bertanya seperti pertanyaan-pertanyaan yang dia ajukan kepada Rasulullah . Ternyata Abu Bakar juga memberikan jawaban seperti yang diberikan beliau, sama persis. Lalu Abu Bakar menambahi, Patuhilah kepada perintah dan larangan beliau sampai engkau meninggal dunia. Demi Allah. beliau berada di atas kebenaran.' Kemudian turun wahyu kepada Rasulullah , lalu beliau membacakannya kepada Umar, ""Sesungguhnya kami telah memberikan kepadamu kemenangan yang nyata. "" (Al-Fath: 1) Dan seterusnya dari surat Al-Fath. Umar bertanya, ""Wahai Rasulullah apakah itu benar-benar sebuah kemenangan?"" ""Benar,"" jawab beliau. Barulah hatinya merasa tenang. Kemudian dia baru menyadari tindakannya itu sehingga dia menyesali karenanya. Umar berkata.";;;;;
000237-001;237;1;PERJANJIAN HUDAIBIYAH;Pengukuhan Perjanjian dan Klausul-klausulnya;440-442;"Quraisy menyadari posisinya yang cukup rawan. Maka mereka segera mengutus Suhail bin Amr untuk mengadakan perundingan. Mereka menegaskan kepadanya agar di antara klausul perjanjian itu menyebutkan bahwa Muhammad harus pulang ke Madinah pada tahun ini, agar bangsa Arab tidak membicarakan orang-orang Quraisy bahwa beliau berhasil masuk ke sana lewat jalan kekerasan. Suhail bin Amr menemui beliau. Saat melihat kehadirannya, beliau bersabda, ""Dia telah memudahkan urusan kalian. Setiap kali orang-orang Quraisy menghendaki perjanjian, mereka pasti mengutus orang Sahl pun tiba lalu berunding panjang lebar. Akhirnya kedua belah pihak menyepakati klausul-klausul perjanjian sebagai berikut: 1. Rasulullah harus pulang pada tahun ini, dan tidak boleh memasuki Makkah kecuali tahun depan bersama orang-orang Muslim. Mereka diberi jangka waktu selama tiga hari berada di Makkah dan hanya boleh membawa 218 Suhail/Sahl memang bermakna mudah dan gampang sehingga Rasulullah sangat senang menghadapi juru runding dari pihak lawan yang bermakna seperti ini, red. senjata yang biasa dibawa musafir, yaitu pedang yang disarungkan Sementara pihak Quraisy tidak boleh menghalangi dengan cara apa pun. 2. Genjatan senjata di antara kedua belah pihak selama sepuluh tahun. sehingga semua orang merasa aman dan sebagian tidak boleh memerangi sebagian yang lain. 3.";;;;;
000242-003;242;3;PERJANJIAN HUDAIBIYAH;Orang-orang Muslim Murung dan Dialog Umar dengan Rasulullah;447-449;"Umar berkata. ""Setelah itu aku terus-menerus melakukan berbagai amal, bersedekah, berpuasa, shalat dan berusaha membebaskan dari apa yang telah dilakukan saat itu. Aku selalu dibayangi apa yang telah aku lakukan saat ini. Aku selalu berharap. semoga semua itu merupakan";;;;;
000239-001;239;1;PERJANJIAN HUDAIBIYAH;Menyembelih Hewan Kurban dan Mencukur Rambut Sebagai Tanda Umroh;443;"Setelah Rasulullah menyelesaikan penulisan isi perjanjian, beliau bersabda, ""Bangkitlah dan sembelihlah hewan kurban! Demi Allah, tak seorang pun di antara orang-orang Muslim yang bangkit sekali pun beliau sudah mengatakan tiga kali. Karena tak seorang pun yang bangkit, maka beliau masuk ke rumah Ummu Salamah. Beliau menceritakan apa yang dilakukan para sahabat. Ummu Salamah berkata. ""Wahai Rasulullah, apakah engkau suka hal itu terjadi? Keluarlah dan engkau tidak perlu mengeluarkan sepatah kata pun kepada seseorang sehingga engkau menyembelih onta kurban dan meminta seorang pencukur untuk mencukur rambut engkau."" Atas saran Ummu Salamah inilah beliau keluar lagi. Tanpa berbicara dengan seorang pun beliau melaksanakan saran tersebut. Saat para sahabat melihat apa yang dilakukan Rasulullah , mereka pun bangkit lalu menyembelih hewan kurban dan sebagian mencukur rambut sebagian yang lain, sehingga hampi saja mereka saling bertengkar karena rambut. Satu ekor onta untuk tujuh orang. begitu pula sapi. Rasulullah menyembelih onta yang dulunya milik Abu Jahl. yang di hidung onta itu ada cincin perak, dengan tujuan untuk memancing kejengkelan orang-orang musyrik. Beliau memanjatkan doa, memohonkan ampun tiga kali bagi mereka yang sudah menyembelih hewan kurban dan satu lagi bagi mereka yang sudah mencukur rambut.";;;;;
000235-001;235;1;PERJANJIAN HUDAIBIYAH;Utsman bin Affan sebagai Duta ke Pihak Quraisy;438-439;"Pada saat itu Rasulullah hendak mengutus seorang duta, menegaskan kepada Quraisy, sikap dan tujuan beliau dari perjalanan kali ini. Untuk itu beliau memanggil Umar bin Al-Khaththab dan hendak menjadikannya sebagai duta. Namun Umar merasa keberatan dengan berkata, ""Wahai Rasulullah, tak seorang pun sanak keluargaku dari Bani Ka'b di Makkah yang marah jika aku disiksa. Lebih baik utuslah Utsman bin Affan, karena sanak keluarganya ada di sana dan dia akan menyampaikan apa yang engkau kehendaki."" Maka beliau memanggil Utsman bin Affan dan mengangkatnya sebagai duta untuk menemui Quraisy. Beliau bersabda, ""Sampaikan kepada mereka bahwa kita tidak ingin berperang, tetapi kita datang hendak melaksanakan umrah. Serulah mereka kepada Islam!"" Beliau juga menyuruhnya untuk menemui beberapa laki-laki dan wanita Muslim di sana, menyampaikan kabar gembira kepada mereka tentang datangnya kemenangan dan juga mengabarkan kepada mereka bahwa Allah pasti akan memenangkan agama-Nya di Makkah sehingga setiap orang di sana pasti beriman."" Utsman berangkat hingga dia melewati sekumpulan orang-orang Quraisy di Baldah. Mereka bertanya, ""Hendak kemana engkau?"" .Rasulullah mengutusku untuk ini dan itu,"" jawab Utsman. ""Kami mendengar apa yang engkau katakan. Maka laksanakan apa keperluanmu!"" Kata mereka. Lalu Aban bin Sa'id bin Al-Ash menyambut kedatangannya, menyiapkan kudanya dan menyuruh Utsman naik ke atas punggung kudanya.";;;;;
000233-001;233;1;PERJANJIAN HUDAIBIYAH;Beberapa Orang Utusan Quraisy;436-438;"Ada seseorang dari Kinanah, namanya Al-Hulais bin Alqamah yang berkata kepada Quraisy, ""Biarkan aku menemui Muhammad."" .Silahkan,"" kata mereka. Saat Rasulullah dan para sahabat melihat kedatangannya dari jauh, beliau bersabda, Itu adalah Fulan, berasal dari kaum yang sangat menghormat hewan kurban. Lepaskan hewan-hewan kurban itu agar mendekatinya."" Sementara itu mereka menyambut kedatangannya dengan talbiyah. Melihat hal ini dia berkata, Mahasuci Allah. Tidak selayaknya orang-orang Quraisy menghalangi mereka untuk memasuki Masjidil Haram."" Lalu dia langsung membalikkan badan menemui rekan-rekannya dari Quraisy, seraya berkata, ""Aku melihat hewan-hewan kurban yang telah diikat dan diberi tanda. Menurut pendapatku. tidak selayaknya mereka dihalang-halangi."" Setelah itu terjadi perdebatan sengit antara dirinya dengan orang-orang Quraisy. Urwah bin Mas'ud Ats-Tsaqafi berkata, ""Ini suatu tawaran yang bagus bagi kalian. Terimalah tawaran itu dan berilah kesempatan kepadaku untuk menemuinya."" ""Kalau begitu temuilah mereka,"" kata mereka. Maka Urwah menemui beliau, lalu beliau menyampaikan seperti yang beliau sampaikan kepada Budail. Urwah berkata, ""Wahai Muhammad, apa pendapatmu jika kaummu binasa semua? Apakah engkau pernah mendengar ada seseorang dari bangsa Arab yang membinasakan keluarganya sendiri sebelummu?";;;;;
000237-002;237;2;PERJANJIAN HUDAIBIYAH;Pengukuhan Perjanjian dan Klausul-klausulnya;440-442;"3. Barangsiapa yang ingin bergabung dengan pihak Muhammad dan perjanjiannya, maka dia boleh melakukannya, dan siapa yang ingin bergabung dengan pihak Quraisy dan perjanjiannya, maka dia boleh melakukannya. Kabilah mana pun yang bergabung dengan salah satu pihak. maka kabilah itu menjadi bagian dari pihak tersebut. Sehingga penyerangan y ang ditujukan pada kabilah tertentu, dianggap penyerangan terhadap pihak yang bersangkutan dengannya. 4. Siapa pun orang Quraisy yang mendatangi Muhammad tanpa izin walinya (melarikan diri), maka dia harus dikembalikan kepada pihak Quraisy, dan siapa pun dari pihak Muhammad yang mendatangi Quraisy (melarikan diri darinya), maka dia tidak boleh dikembalikan padanya. Kemudian beliau memanggil Ali bin Abu Thalib untuk menulis isi perjanjian ini. Beliau mendiktekan kepada Ali: Bismillahir rahmannir rahim Suhail menyela, ""Tentang Ar-Rahman, demi Allah aku tidak tahu siapa dia? Tetapi tulislah: Bismika Allahumma."" Maka Nabi memerintahkan Ali bin Abu Thalib untuk menulis seperti itu. Kemudian beliau mendiktekan lagi, ""Ini adalah perjanjian yang ditetapkan Muhammad, Rasul Allah."" Suhail menyela, ""Andaikan kami tahu bahwa engkau adalah Rasul Allah, tentunya kami tidak akan menghalangimu untuk memasuki Masjidil Haram, tidak pula memerangimu.";;;;;
000233-002;233;2;PERJANJIAN HUDAIBIYAH;Beberapa Orang Utusan Quraisy;436-438;"Apakah engkau pernah mendengar ada seseorang dari bangsa Arab yang membinasakan keluarganya sendiri sebelummu? Jika memang ada pendapat yang lain, maka demi Allah aku mempunyai beberapa alternatif dan juga kulihat semua rakyat akan keluar dan menyerumu."" Beliau berbisik, ""Hisaplah darah Lata hingga mati."" ""Siapa yang engkau maksudkan?"" Tanya Urwah. ""Ini, Abu Bakar,"" orang-orang menjawab. Saat itu Abu Bakar ada di belakang beliau. Urwah berkata, ""Demi yang diriku ada di Tangan-Nya, andaikata tidak karena tugas di pundakku saat ini, tentu aku akan memenuhi apa yang engkau inginkan."" Lalu dia berbincang-bincang dengan beliau. Setiap kali berkata, Urwah memegang jenggot beliau. Al-Mughirah bin Syu'bah berjaga-jaga di dekat kepala beliau sambil menghunus pedang. Ketika Urwah hendak memegang jenggot beliau, maka Al-Mughirah memukul tangan Urwah dengan punggung pedangnya, sambil berkata, Jauhkan tanganmu dari jenggot Rasulullah . "" Urwah mendongakkan kepala, lalu bertanya, ""Siapa orang ini."" ""Al-Mughirah bin Syu'bah,"" kata orang-orang di sekitarnya. Urwah berkata, Hai anak nakal! Bukankah aku yang membereskan urusan karena kenakalanmu dulu?"" Sebelum masuk Islam, Al-Mughirah yang keponakan Urwah pernah membunuh beberapa orang dan merampas harta mereka. Sementara Urwah harus mengeluarkan uang tebusan untuk diserahkan kepada kelurga korban Kemudian Al-Mughirah mendatangi Rasulullah dan masuk Islam. Beliau bersabda saat itu, Aku bisa menerima keislamanmu.";;;;;
000243-003;243;3;PERJANJIAN HUDAIBIYAH;Krisis Orang-orang Muslim yang Lemah Terpecahkan;449-450;Langkah Abu Jandal ini diikuti teman-temannya yang lain yang sudah masuk Islam dan selama ini menetap di Makkah hingga cukup banyak yang berhimpun bersamanya. Karena tempat pangkalan Abu Bashir dan teman-temannya itu merupakan jalur yang dilewati kafilah dagang Quraisy menuju Syam, maka setiap ada kafilah dagang Quraisy yang lewat pasti mereka cegat, dihalangi dan harta bendanya dirampas Akhirnya Quraisy mengirimkan utusan kepada Nabi untuk menyampaikan pesan bahwa siapa pun orang Muslim yang menemui beliau dianggap aman Beliau mengirim balasan, dan setelah itu Abu Bashir dan orang-orang Muslim yang bergabung bersamanya pergi ke Madinah;;;;;
000228-001;228;1;PERJANJIAN HUDAIBIYAH;UNLABELED SECTION;433;Perkembangan yang terjadi di Jazirah Arab semakin meng untungkan pihak kaum Muslimin. Sedikit demi sedikit sudah mulai terlihat sinyal-sinyal kemenangan yang besar dan keberhasilan dakwah Islam. Langkah permulaan sudah dirancang untuk mendapatkan pengakuan terhadap hak-hak kaum Muslimin dalam melaksanakan ibadah di Masjidil Haram, yang dihalangi orang-orang musyrik selama enam tahun. Selagi masih berada di Madinah, Rasulullah bermimpi bahwa beliau bersama para sahabat memasuki Masjidil Haram, mengambil kunci Ka'bah, melaksanakan thawaf dan umrah, sebagian sahabat ada yang mencukur dan sebagian lain ada yang memendekkan rambutnya. Beliau menyampaikan mimpinya ini kepada para sahabat dan mereka tampak senang. Menurut perkiraan mereka, pada tahun itu pula mereka bisa memasuki Makkah. Tidak lama kemudian beliau mengumumkan hendak melakukan umrah. Maka mereka melakukan persiapan untuk mengadakan perjalanan jauh Orang-orang Badui yang mendengar niat beliau ini juga berdatangan untuk bergabung. Beliau mencuci pakaian lalu menaiki onta beliau yang bernama Al-Qashwa. Sementara Madinah diserahkan kepada Ibnu Ummi Maktum atau pun Numailah Al-Laitsy. Keberangkatan beliau tepat pada hari Senin tanggal 1 Dzul Qa'dah 6 H. Di antara istri beliau yang ikut adalah Ummu Salamah. Adapun jumlah para sahabat yang ikut ada 1400 orang, namun ada yang mengatakan 1500 orang.;;;;;
000231-001;231;1;PERJANJIAN HUDAIBIYAH;mengalihkan Jalur Perjalanan dan Menghindari Bentrokan Fisik;435;"Rasulullah mengambil jalur yang sulit dan berat di antara celah-celah gunung, membawa para sahabat ke arah kanan, melewati Al-Hamsy menuju Tsaniyatul Murar sebelum turun ke Hudaibiyah. Beliau tidak melewati jalan utama menuju Makkah yang melewati Tan'im, atau beliau tidak mengambil jalan ke arah kiri. Setelah Khalid bin Al-Walid dan pasukannya melihat kepulan debu yang ditinggalkan orang-orang Muslim dan dia menyadari bahwa mereka telah lolos, maka secepatnya dia kembali ke Makkah dan memperingatkan Quraisy Rasulullah meneruskan perjalanan. Setelah tiba di Tsaniyyatul Murar, onta beliau menderum. Orang-orang berkata, ""Biarkan ia istirahat sebentar, biarkan ia istirahat sebentar!"" Lalu onta beliau disuruh bangkit kembali. Mereka berkata, ""Al-Qashwa tetap menderum. Al-Qashwa tetap menderum."" Nabi bersabda, ""Tidaklah Al-Qashwa menderum, dan tidaklah tindakannya itu karena kehendaknya sendiri, tetapi dia ditahan (malaikat) yang dulu menahan pasukan Gajah."" Kemudian beliau bersabda lagi, ""Demi yang diriku ada di tangan-Nya, jika mereka meminta kepadaku suatu rencana untuk menghormati apa-apa yang telah disucikan Allah, tentu aku akan memberikannya."" Kemudian beliau membentak Al-Qashwa sehingga bangkit, lalu berjalan lagi hingga memasuki ujung Hudaibiyah, di dekat suatu kolam yang di sana hanya terdapat air sedikit. Orang-orang mengambilnya sedikit-sedikit, namun tetap tidak mencukupi. Mereka mengadukan rasa haus kepada Rasulullah .";;;;;
000242-001;242;1;PERJANJIAN HUDAIBIYAH;Orang-orang Muslim Murung dan Dialog Umar dengan Rasulullah;447-449;"Inilah hakikat yang terkandung dalam klausul-klausul kesepakatan gencatan senjata ini. Tetapi di sana ada dua fonemena yang sama sekali tidak bisa ditangkap orang-orang Muslim, sehingga karenanya mereka tampak murung dan sedih. Pertama: Sebelumnya beliau sudah menyatakan untuk mendatangi Masjidil Haram dan thawaf di sana. Lalu mengapa beliau kembali lagi tanpa melakukan thawaf di sana? Kedua: Rasulullah yang jelas berada di atas kebenaran dan Allah yang sudah menjanjikan kemenangan agama-Nya. mengapa buru-buru merendahkan diri dengan mengukuhkan perjanjian, tanpa melakukan tekanan terhadap Quraisy terlebih dulu? Dua fenomena inilah yang memancing munculnya keragu-raguan, kesangsian, rasa was-was dan dugaan macam-macam di hati mereka. Karena dua fenomena ini pula perasaan mereka menjadi perih dan terluka. Sebab dugaan dan kepedihan lebih menguasai pikiran, dan mereka tidak memikirkan lebih jauh dampak dari isi perjanjian itu Boleh jadi orang y ang paling murung di antara mereka adalah Umar bin Al-Khaththab y ang dikenal sebagai orang yang temperamental. Dia menemui Nabi dan bertanya, ""Wahai Rasulullah, bukankah kita berada di atas kebenaran dan mereka di atas kebatilan?"" ""Begitulah,"" jawab beliau. ""Bukankah korban yang mati di antara kita berada di surga dan korban yang mati di antara mereka berada di neraka?"" Tanya Umar. ""Begitulah,"" jawab beliau.";;;;;
000236-002;236;2;PERJANJIAN HUDAIBIYAH;Isu Terbunuhnya Utsman dan Baiat Ridhwan;439-440;"Baiat ini dilaksanakan Rasulullah di bawah pohon. Umar memegang tangan beliau, sedangkan Ma qal bin Yassar memegang dahan pohon agar tidak mengenai beliau. Inilah baiat Ridhwan, yang karenanya Allah menurunkan ayat. x Sesungguhnya Allah telah ridha terhadap orang-orang Mukmin ketika mereka berjanji setia kepadamu di bawah pohon. "" (Al-Fath: 18)";;;;;
000238-001;238;1;PERJANJIAN HUDAIBIYAH;Klausul Abu Jandal;442-443;"Pada saat penulisan isi perjanjian itu, tiba-tiba muncul Abu Jandal bin Suhail yang berjalan tertatih-tatih kedua kakinya dalam keadaan terbelenggu Dia meloloskan diri dari Makkah hingga tiba di tempat orang-orang Muslim Suhail menjawab, ""Ini adalah orang pertama yang kutuntut agar engkau mengembalikannya."" Beliau menjawab, ""Kami tidak akan melanggar isi perjanjian ini sampai kapan pun."" ""Demi Allah, kalau begitu aku tidak akan menuntutmu karena suatu apa pun,"" kata Suhail. Beliau bersabda, ""Kalau begitu berilah dia jaminan perlindungan karena aku."" Suhail menjawab, ""Aku tidak akan memberikan jaminan perlindungan karena dirimu.' ""Lakukanlah,"" pinta beliau. ""Aku tidak akan melakukannya,"" jawab Suhail. Suhail memukul Abu Jandal, anaknya sendiri yang telah masuk Islam. mencengkeram kerah bajunya lalu menyeretnya untuk dikembalikan kepada Quraisy. Abu Jandal berseru dengan suara keras, Wahai semua orang Muslim, apakah aku akan dikembalikan kepada orang-orang musyrik yang akan mengujiku karena gara-gara agamaku ini?"" Rasulullah bersabda, ""Wahai Abu Jandal, bersabarlah dan bertahanlah. karena Allah akan memberikan jalan keluar kepadamu dan orang-orang lemah yang kini bersamamu. Kami sudah mengukuhkan perjanjian antara kami dengan mereka. Kami telah membuat persetujuan dengan mereka atas demikian ini dan mereka pun sudah memberikan sumpah atas nama Allah kepada kami.";;;;;
000231-002;231;2;PERJANJIAN HUDAIBIYAH;mengalihkan Jalur Perjalanan dan Menghindari Bentrokan Fisik;435;Mereka mengadukan rasa haus kepada Rasulullah . Setelah itu beliau memungut anak panah dari tabungnya, lalu memerintahkan agar anak panah itu ditancapkan di kolam tersebut dan air pun memancar deras. Demi Allah, mereka terus menerus mengambil air itu hingga mereka puas.;;;;;
000234-001;234;1;PERJANJIAN HUDAIBIYAH;Allah Menahan Tangan Quraisy;438;"Karena para pemuda Quraisy yang semangatnya masih membara menghendaki peperangan, sementara para pemimpin mereka bermaksud mengadakan perundingan gencatan senjata, maka mereka berpikir untuk mencari alternatif lain. Untuk itu mereka mengambil keputusan menyusup ke tengah barisan kaum Muslimin pada malam hari dan memancing bara peperangan. Mereka sudah siap-siap melaksanakan rencana ini. Ada tujuh puluh atau delapan puluh orang di antara mereka yang turun dari gunung Tan'im dan hendak menyusup ke tengah barisan kaum Muslimin. Namun, Muhammad bin Maslamah yang bertugas sebagai komandan jaga dapat menangkap mereka semua. Karena sejak semula menginginkan suasana damai, maka Nabi memaafkan dan melepaskan mereka semua. Tentang hal ini Allah menurunkan ayat, T x b gKrKXKcpI ""Dan, Dialah yang menahan tangan mereka dari (membinasakan) kalian dan (menahan) tangan kalian dari (membinasakan) mereka di tengah kota Makkah sesudah Allah memenangkan kalian atas mereka, dan adalah Allah Maha Melihat apa yang kalian kerjakan. "" (Al-Fath: 24)";;;;;
000228-002;228;2;PERJANJIAN HUDAIBIYAH;UNLABELED SECTION;433;Adapun jumlah para sahabat yang ikut ada 1400 orang, namun ada yang mengatakan 1500 orang. Mereka berangkat tanpa membawa senjata apa pun, kecuali senjata yang biasa dibawa oleh para musafir, yaitu pedang yang dimasukkan ke dalam sarungnya.;;;;;
000241-001;241;1;PERJANJIAN HUDAIBIYAH;Apa yang Bisa Dipetik dari Klausul-klausul Perjanjian?;445-447;Inilah gencatan senjata yang dikukuhkan di Hubaibiyah. Dengan mencermati butir-butir isi yang termaktub dalam perjanjian itu, sambil mengakui beberapa isi kelemahannya, tidak dapat diragukan bahwa langkah ini merupakan kemenangan yang amat besar bagi kaum Muslimin. Sebab sudah sekian lama pihak Quraisy tidak mau mengakui sedikit pun keberadaan orang-orang Muslim. dan bahkan mereka hendak memberantas hingga ke akar-akarnya. Mereka menunggu-nunggu babak akhir dari perjalanan orang-orang Muslim. Dengan mengerahkan seluruh kekuatan, mereka mencoba memasang penghalang antara dakwah Islam dan manusia, sambil membual bahwa merekalah yang layak memegang kepemimpinan agama dan roda kehidupan di seluruh Jazirah Arab. Sekalipun hanya mengukuhkan perjanjian, namun ini sudah bisa dianggap sebagai pengakuan terhadap kekuatan orang-orang Muslim, di samping orang orang Quraisy merasa tidak sanggup lagi menghadapi kaum Muslimin. Kandungan klausul ketiga menunjukkan bahwa pihak Quraisy lupa terhadap kedudukannya sebagai pemegang roda kehidupan dunia dan kempimpinan agama. Mereka tidak lagi mempedulikan hal itu. Yang mereka pikirkan saat ini adalah keselamatan diri mereka sendiri. Kalaupun semua manusia dan orang orang selain Arab mau masuk Islam, maka mereka tidak lagi mempedulikannya dan mereka tidak akan ikut campur dalam bentuk apa pun. Bukankah sebenarnya hal ini merupakan kegagalan yang telak bagi pihak Quraisy, dan sebaliknya merupakan kemenangan nyata bagi pihak orang-orang Muslim?;;;;;
000229-001;229;1;PERJANJIAN HUDAIBIYAH;Orang-orang Muslim Bergerak ke Makkah;433-434;"Mereka mulai bergerak ke arah Makkah. Setibanya di Dzul Hulaifah, hewan kurban dikalungi tali dan diberi tanda. Beliau juga mengenakan pakaian ihram, agar orang-orang tidak menyerang. Seorang mata-mata dari Khuza' ah dikirim untuk mencari informasi tentang Quraisy, lalu secepatnya kembali menemui beliau lagi. Ketika mendekati Usfan, mata-mata itu sudah bisa menemui beliau dan menyampaikan informasi, ""Saat aku meninggalkan Ka'b bin Lu' ay, Quraisy sedang menghimpun beberapa kabilah dan mengumpulkan sejumlah orang untuk memerangi engkau dan menghalangi engkau agar tidak bisa memasuki Masjidil Haram."" Rasulullah meminta pendapat para sahabat seraya bersabda, ""Setujukal kalian jika kita condong kepada kaum kerabat yang telah membantu mereka lalu kita membasmi mereka? Kalaupun mereka diam, sebenarnya diamnya itu karena takut dan tak berdaya. Kalaupun mereka bisa selamat, di sana masih ada sekian banyak nyawa yang siap dicabut Allah. Ataukah kita harus memasuki Makkah dan siapa pun yang menghalangi, kita akan memeranginya?"" Abu Bakar berkata, ""Allah dan Rasul-Nya lebih mengetahui. Tetapi kita datang hanya untuk melaksanakan umrah. Kita datang bukan untuk memerang seseorang. Tetapi siapa pun yang akan menghalangi kita untuk memasuki Masjidil Haram, maka kita akan memeranginya."" Beliau bersabda, ""Kalau begitu lanjutkan perjalanan."" Maka mereka pun melanjutkan perjalanan.";;;;;
