source_name;source_label;relation_type;relation_subtype;target_name;target_label;chunk_id;evidence;halaman;frequency;weight;periode_bab
Utsman bin Affan;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000375-001;...rah. Sedangkan Ruqayyah dan Ummu Kultsum dinikahi Utsman bin Affan tidak secara bersamaan. Sedangkan Fathimah dinikahi Ali bin Abu Thalib pada waktu antara Perang Badr dan Uhud. Dari pernikahan Fathimah dan Ali ini la...;611;1;0.3;Satuan-satuan Pasukan Sebelum Perang Badr
Hasan bin Ali;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000375-001;...mah dinikahi Ali bin Abu Thalib pada waktu antara Perang Badr dan Uhud. Dari pernikahan Fathimah dan Ali ini lahir Hasan, Husain, Zainab, dan Ummu Kultsum Sebagaimana yan...;611;1;0.3;Satuan-satuan Pasukan Sebelum Perang Badr
Husain bin Ali;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000375-001;...mah dinikahi Ali bin Abu Thalib pada waktu antara Perang Badr dan Uhud. Dari pernikahan Fathimah dan Ali ini lahir Hasan, Husain, Zainab, dan Ummu Kultsum Sebagaimana yang sudah...;611;1;0.3;Satuan-satuan Pasukan Sebelum Perang Badr
Zainab;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000375-001;...mah dinikahi Ali bin Abu Thalib pada waktu antara Perang Badr dan Uhud. Dari pernikahan Fathimah dan Ali ini lahir Hasan, Husain, Zainab, dan Ummu Kultsum Sebagaimana yang sudah diketahu...;611;1;0.3;Satuan-satuan Pasukan Sebelum Perang Badr
Khunais bin Hudzafah;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000378-001;Dia ditinggal mati suaminya, Khunais bin Hudzafah As-Sahmi, pada waktu antara Perang Badr dan Uhud, lalu dinikahi Rasulullah pada tahun 3 H;612;1;0.5;Satuan-satuan Pasukan Sebelum Perang Badr
Perang Badr;EVENT;OCCURRED_ON;;tahun 3 H;TIME;000378-001;...Khunais bin Hudzafah As-Sahmi, pada waktu antara Perang Badr dan Uhud, lalu dinikahi Rasulullah pada tahun 3 H;612;1;0.5;Satuan-satuan Pasukan Sebelum Perang Badr
Hilal bin Amir bin Sha'sha'ah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000379-001;Dia berasal dari Bani Hilal bin Amir bin Sha'sha'ah, yang dijuluki Ummul Masakin (ibunda orang-orang miskin), karena kasih sayang dan kemurahan hatinya terhadap mereka. Sebelum itu dia adalah istri Abdullah bin Jahsy, yang mati syahid pada Perang Uhud, lalu dinikahi Rasulullah pada tahun 4 H. Namun d...;612;1;0.2;AKTIVITAS PASUKAN ANTARA PERANG BADR DAN PERANG UHUD
Abdullah bin Jahsy;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000379-001;...nya terhadap mereka. Sebelum itu dia adalah istri Abdullah bin Jahsy, yang mati syahid pada Perang Uhud, lalu dinikahi Rasulullah pada tahun 4 H. Namun d...;612;1;0.5;AKTIVITAS PASUKAN ANTARA PERANG BADR DAN PERANG UHUD
Perang Uhud;EVENT;OCCURRED_ON;;tahun 4 H;TIME;000379-001;...h istri Abdullah bin Jahsy, yang mati syahid pada Perang Uhud, lalu dinikahi Rasulullah pada tahun 4 H. Namun dia meninggal dunia dua atau tiga bulan se...;612;1;0.5;AKTIVITAS PASUKAN ANTARA PERANG BADR DAN PERANG UHUD
Ummu Salamah;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000385-003;...rmusuhan beberapa kabilah terhadap Islam. Setelah Ummu Salamah dari Bani Makhzum yang satu perkampungan dengan Abu Jahl dan Khalid bin Walid dinikahi Rasulullah , membuat sikap Khalid bin Al-Walid tidak segarang sikapnya sewaktu Perang Uhud. Bahkan akhirnya dia masuk Islam tak lama setelah...;613-618;1;0.5;AKTIVITAS PASUKAN ANTARA PERANG BADR DAN PERANG UHUD
Abu Jahal;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000385-003;...h dari Bani Makhzum yang satu perkampungan dengan Abu Jahl dan Khalid bin Walid dinikahi Rasulullah , membuat sikap Khalid bin Al-Walid tidak segarang sikapnya sewaktu Perang Uhud. Bahkan akhirnya dia masuk Islam tak lama setelah...;613-618;1;0.5;AKTIVITAS PASUKAN ANTARA PERANG BADR DAN PERANG UHUD
Khalid bin Al-Walid;PERSON;INVOLVED_IN;;Perang Uhud;EVENT;000385-003;...akhzum yang satu perkampungan dengan Abu Jahl dan Khalid bin Walid dinikahi Rasulullah , membuat sikap Khalid bin Al-Walid tidak segarang sikapnya sewaktu Perang Uhud. Bahkan akhirnya dia masuk Islam tak lama setelah...;613-618;1;0.5;AKTIVITAS PASUKAN ANTARA PERANG BADR DAN PERANG UHUD
Haritsah bin Amr;PERSON;KELUARGA;anak;Haritsah bin Tsa'labah;PERSON;000002-002;...lah Aus dan Khazraj, yang merupakan dua dari anak Haritsah bin Tsa'labah. Di antara keturunan mereka yang bernama Haritsah bin Amr atau Khuza'ah dan anak keturunannya berpindah ke...;35-42;1;0.55;
Ibrahim;PERSON;KELUARGA;orangtua;Isma'il;PERSON;000002-007 | 000002-008;...seorang wanita dari golongan mereka. Saat itu ibu Isma'il sudah meninggal dunia. Suatu saat Ibrahim hendak menjenguk keluarga yang ditinggalkannya Ma...;35-42;2;0.55;
Mudhadh bin Amr;PERSON;KELUARGA;pasangan;Isma'il;PERSON;000002-008 | 000007-001;...ya dan kawin lagi dengan wanita lain, yaitu putri Mudhadh bin Amru, pemimpin dan pemuka kabilah Setelah perkawinan Isma'il yang kedua ini, Ibrahim datang lagi, namun tidak bisa bertemu dengan Isma'il. Beliau bertanya kepada istri Isma'il tentang kea...;35-42 | 48-53;2;0.55;
Muhammad bin Abdullah bin Abdul Muththalib bin Hasyim;PERSON;KELUARGA;anak;Ibrahim;PERSON;000002-011;"...m. Hasyim adalah keluarga yang dipilih Allah bagi Muhammad bin Abdullah bin Abdul Muththalib bin Hasyim. Rasulullah pernah bersabda, ""Sesungguhnya Allah telah memilih Isma'il dari anak Ibrahim, memilih Kinanah dari anak Isma 'il, memilih Qura...";35-42;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Ibrahim;PERSON;000002-011;"...mad bin Abdullah bin Abdul Muththalib bin Hasyim. Rasulullah pernah bersabda, ""Sesungguhnya Allah telah memilih Isma'il dari anak Ibrahim, memilih Kinanah dari anak Isma 'il, memilih Qura...";35-42;1;0.55;
Isma'il;PERSON;KELUARGA;anak;Ibrahim;PERSON;000002-011;"...ernah bersabda, ""Sesungguhnya Allah telah memilih Isma'il dari anak Ibrahim, memilih Kinanah dari anak Isma 'il, memilih Qura...";35-42;1;0.55;
Hanifah bin Sha'b bin Ali bin Bakr;PERSON;KELUARGA;anak;Bakr bin Wa'il;PERSON;000002-012;...s dan daerah yang subur. Abdul Qais dan anak-anak Bakr bin Wa'il serta anak-anak Tamim pindah ke Bahrain dan menetap di sana. Sedangkan Bani Hanifah bin Sha'b bin Ali bin Bakr pindah ke Yamamah dan menetap di Hijr, ibukota Ya...;35-42;1;0.55;
Adi bin An-Najjar;PERSON;KELUARGA;pasangan;Salma binti Amru;PERSON;000017-001;...untuk berdagang. Setiba di Madinah, dia menikahi Salma binti Amru, dari Bani Adi bin An-Najjar dan menetap di sana bersama istrinya itu. Lalu di...;74-80;1;0.55;
Fathimah binti Amr bin A'idz bin Imran bin Makhzum bin Yaqzhah bin Murrah;PERSON;KELUARGA;anak;Abdul Muththalib;PERSON;000017-010;Ibunya adalah Fathimah binti Amr bin A'idz bin Imran bin Makhzum bin Yaqzhah bin Murrah. Abdullah adalah anak Abdul Muththalib yang paling bagus dan paling dicintainya. Abdulla...;74-80;1;0.55;
Bilal bin Rabah;PERSON;SAHABAT;sekutu;Abu Thalib;PERSON;000025-001;...han yang amat mencolok. Sebab boleh jadi saat itu Bilal belum lahir. Kalaupun sudah lahir, tidak bakalan dia bergabung bersama Abu Thalib atau pun Abu Bakar. Lihat peperangan ini, dengan...;87-88;1;0.55;
Abu Bakar;PERSON;SAHABAT;sekutu;Abu Thalib;PERSON;000025-001;...sudah lahir, tidak bakalan dia bergabung bersama Abu Thalib atau pun Abu Bakar. Lihat peperangan ini, dengan cara mengumpulkan a...;87-88;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Khadijah;PERSON;000027-001 | 000032-005;Pada awal masa remaja, Rasulullah tidak mempunyai pekerjaan tetap Hanya saja beberapa riwayat menyebutkan beliau biasa menggembala kambing di kalangan Bani Sa'd dan juga di Makkah dengan imbalan uang beberapa Pada usia dua puluh lima tahun, beliau pergi berdagang ke Syam menjalankan barang dagang milik Khadijah. Ibnu Ishaq menuturkan Khadijah binti Khuwailid a...;89 | 95-99;2;0.55;
Khadijah;PERSON;KELUARGA;anak;Waraqah bin Naufal;PERSON;000032-005 | 000032-006;"...ong orang yang menegakkan kebenaran."" Selanjutnya Khadijah membawa beliau pergi menemui Waraqah bin Naufal bin Asad bin Abdul Uzza, anak paman Khadijah.";95-99;2;0.55;
Waraqah bin Naufal;PERSON;KELUARGA;paman/bibi;Khadijah;PERSON;000032-005 | 000032-006;...Selanjutnya Khadijah membawa beliau pergi menemui Waraqah bin Naufal bin Asad bin Abdul Uzza, anak paman Khadijah.;95-99;2;0.55;
Zaid bin Haritsah bin Syurahbil;PERSON;KELUARGA;anak;Khadijah;PERSON;000039-001;...slam). Mereka adalah istri beliau, Ummul Mukminin Khadijah binti Khuwailid, pembantu beliau, Zaid bin Haritsah bin Syurahbil anak paman beliau, Ali bin Abu Thalib, yang saat...;106-108;1;0.55;
Ali bin Abu Thalib;PERSON;KELUARGA;anak;Khadijah;PERSON;000039-001;...slam). Mereka adalah istri beliau, Ummul Mukminin Khadijah binti Khuwailid, pembantu beliau, Zaid bin Haritsah bin Syurahbil anak paman beliau, Ali bin Abu Thalib, yang saat itu Ali masih 63_ Dulunya dia merupaka...;106-108;1;0.55;
Abu Bakar;PERSON;KELUARGA;pasangan;Abu Lahab;PERSON;000049-004;"...hadap agamanya kami membenci, "" Setelah itu istri Abu Lahab membalikkan badan pulang. Sedangkan Abu Bakar bertanya kepada beliau, ""Wahai Rasulullah, tidakl...";121-129;1;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Abu Lahab;PERSON;000049-004;"...hadap agamanya kami membenci, "" Setelah itu istri Abu Lahab membalikkan badan pulang. Sedangkan Abu Bakar bertanya kepada beliau, ""Wahai Rasulullah, tidaklah engkau melihatnya dan dia melihat engka...";121-129;1;0.55;
Utsman bin Affan;PERSON;KELUARGA;orangtua;Mush'ab bin Umair;PERSON;000049-010;...k Islam dari kalangan orang awam dan lemah. Paman Utsman bin Affan pernah diselubungi tikar dari daun korma, lalu diasapi dari bawahnya. Tatkala ibu Mush'ab bin Umair tahu anaknya masuk Islam, maka dia tidak diberi m...;121-129;1;0.55;
Umar bin Al-Khaththab;PERSON;MUSUH;musuh;Muhammad;PERSON;000057-004 | 000198-002;"...t riwayat Ibnu Abbas. ""Hendak kemana engkau wahai Umar?"" ""Aku akan menghabisi Muhammad,"" jawabnya .Apa yang bisa menjamin keamanan dirimu dari pembalasan Bani Hasyim dan Bani Zuhrah jika engkau membunuh Muhammad?"" Menurut pengamatanku, rupanya engkau telah kelu...";142-148 | 359-360;2;0.55;
Hamzah bin Abdul Muththalib;PERSON;KELUARGA;anak;Abu Thalib;PERSON;000064-001;"...ni merupakan utusan Quraisy terakhir yang menemui Abu Thalib Ibnu Ishaq dan lain-lainnya menuturkan, tatkala Abu Thalib sakit dan orang- orang Quraisy mengkhaw atirkan keadaannya, mereka pun saling kasak-kusuk ""Sesungguhnya Hamzah dan Umar sudah masuk Islam. Sementara masalah Muh...";157-159;1;0.55;
Umar bin Al-Khaththab;PERSON;KELUARGA;anak;Abu Thalib;PERSON;000064-001;"...ni merupakan utusan Quraisy terakhir yang menemui Abu Thalib Ibnu Ishaq dan lain-lainnya menuturkan, tatkala Abu Thalib sakit dan orang- orang Quraisy mengkhaw atirkan keadaannya, mereka pun saling kasak-kusuk ""Sesungguhnya Hamzah dan Umar sudah masuk Islam. Sementara masalah Muhammad sud...";157-159;1;0.55;
Abu Thalib;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000064-002;"...erkata, Orang-orang Quraisy sengaja menelantarkan Abu Thalib, dan setelah dia meninggal mereka bisa berbuat semaunya terhadap anak saudaranya."" Para utusan itu mendatangi tempat Abu Thalib dan berdialog dengannya Mereka terdiri dari pada pemuka kaummnya, seperti Utbah bin Rabi' ah, Syaibah bin Rabi'ah, Abu Jahal bin Hisyam, Umayyah bin Khalaf, Abu Sufyan bin Harb dan masi...";157-159;1;0.55;
Utbah bin Rabi'ah;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000064-002 | 000090-002;...Mereka terdiri dari pada pemuka kaummnya, seperti Utbah bin Rabi' ah, Syaibah bin Rabi'ah, Abu Jahal bin Hisyam, Umayyah bin Khalaf, Abu Sufyan bin Harb dan masi...;157-159 | 214-217;2;0.55;
Syaibah bin Rabi'ah;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000064-002;...pada pemuka kaummnya, seperti Utbah bin Rabi' ah, Syaibah bin Rabi'ah, Abu Jahal bin Hisyam, Umayyah bin Khalaf, Abu Sufyan bin Harb dan masi...;157-159;1;0.55;
Umayyah bin Khalaf;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000064-002 | 000092-001;...seperti Utbah bin Rabi' ah, Syaibah bin Rabi'ah, Abu Jahal bin Hisyam, Umayyah bin Khalaf, Abu Sufyan bin Harb dan masih banyak lainnya yan...;157-159 | 218-220;2;0.55;
Abu Sufyan bin Harb;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000064-002;...seperti Utbah bin Rabi' ah, Syaibah bin Rabi'ah, Abu Jahal bin Hisyam, Umayyah bin Khalaf, Abu Sufyan bin Harb dan masih banyak lainnya yang jumlahnya kira-kira...;157-159;1;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Saudah binti Zam'ah;PERSON;000068-001;Pada bulan Syawwal tahun kesepuluh dari nubuwah, Rasulullah menikahi Saudah binti Zam'ah. Dia termasuk orang-orang yang lebih dahulu masuk...;163;1;0.55;
Sakran bin Amr;PERSON;KELUARGA;pasangan;Saudah binti Zam'ah;PERSON;000068-001;...tahun kesepuluh dari nubuwah, Rasulullah menikahi Saudah binti Zam'ah. Dia termasuk orang-orang yang lebih dahulu masuk Islam, ikut hijrah ke Habasyah yang kedua. Mantan suaminya adalah As. Sakran bin Amr, yang juga masuk Islam dan hijrah bersamanya pula...;163;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Ummu Jamil;PERSON;000071-005;"...olaknya dan bertanya, ""Apa yang terjadi pada diri Rasulullah ?"" ""Kalau begitu ibu harus pergi menemui Ummu Jamil binti Al-Khaththab. Tanyakan kepadanya!' Ummul Khair pergi menemui Ummu Jamil, lalu bertanya kepadanya, ""Sesungguhnya Abu Bakar...";165-168;1;0.55;
Ummu Jamil binti Al-Khaththab;PERSON;KELUARGA;anak;Muhammad;PERSON;000071-005;"...sulullah ?"" ""Kalau begitu ibu harus pergi menemui Ummu Jamil binti Al-Khaththab. Tanyakan kepadanya!' Ummul Khair pergi menemui Ummu Jamil, lalu bertanya kepadanya, ""Sesungguhnya Abu Bakar bertanya kepadamu tentang Muhammad bin Abdullah."" Ummu Jamil menjawab,""Aku tidak tahu di manaAbu...";165-168;1;0.55;
Ummul Khair;PERSON;KELUARGA;anak;Muhammad;PERSON;000071-005;"...mu Jamil binti Al-Khaththab. Tanyakan kepadanya!' Ummul Khair pergi menemui Ummu Jamil, lalu bertanya kepadanya, ""Sesungguhnya Abu Bakar bertanya kepadamu tentang Muhammad bin Abdullah."" Ummu Jamil menjawab,""Aku tidak tahu di manaAbu...";165-168;1;0.55;
Ummu Jamil;PERSON;KELUARGA;anak;Muhammad;PERSON;000071-005;"...b. Tanyakan kepadanya!' Ummul Khair pergi menemui Ummu Jamil, lalu bertanya kepadanya, ""Sesungguhnya Abu Bakar bertanya kepadamu tentang Muhammad bin Abdullah."" Ummu Jamil menjawab,""Aku tidak tahu di manaAbu...";165-168;1;0.55;
Abu Bakar;PERSON;KELUARGA;anak;Muhammad;PERSON;000071-005 | 000133-001;"...mmu Jamil, lalu bertanya kepadanya, ""Sesungguhnya Abu Bakar bertanya kepadamu tentang Muhammad bin Abdullah."" Ummu Jamil menjawab,""Aku tidak tahu di manaAbu...";165-168 | 284;2;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Aisyah;PERSON;000079-003;"...umah pun di Madinah melainkan sudah menyebut nama Rasulullah 117 Zadul-Ma'ad, 2/50; Sirah An-Nabawiyah, Ibnu Hisyam, 1/429-541. Pada tahun kesebelas dari nubuwah itu, beliau menikahi Aisyah yang saat itu umurnya 6 tahun. Lalu beliau berkum...";188-190;1;0.55;
Adam;PERSON;SAHABAT;sekutu;Jibril;PERSON;000080-002;...Baitul Maqdis beliau naik ke langit dunia bersama Jibril. Jibril meminta izin agar dibukakan. Maka pintu langit dibukakan baginya Di sana beliau melihat Adam, bapak sekalian manusia. Beliau mengucapkan salam...;191-197;1;0.55;
As'ad bin Zurarah;PERSON;SAHABAT;sekutu;Mush'ab bin Umair;PERSON;000087-001;...ia pun menjadi mantap karenanya. Dengan kedudukan As'ad sebagai da'i yang ulung bersama Mush'ab bin Umair, maka secara otomatis dia pun dinobatkan sebagai...;206;1;0.55;
Ubadah bin Ash-Shamit bin Qais;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-001;...Ma'rur bin Shahr 6. Abdullah bin Amr bin Haram 7. Ubadah bin Ash-Shamit bin Qais Sa'd bin Ubadah bin Dulaim Al-Mundzir bin Amr bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.;206-209;1;0.55;
Sa'd bin Ubadah bin Dulaim;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-001;...n Amr bin Haram 7. Ubadah bin Ash-Shamit bin Qais Sa'd bin Ubadah bin Dulaim Al-Mundzir bin Amr bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.;206-209;1;0.55;
Al-Mundzir bin Amr bin Khunais;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-001;...in Ash-Shamit bin Qais Sa'd bin Ubadah bin Dulaim Al-Mundzir bin Amr bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.;206-209;1;0.55;
Usaid bin Hudhair bin Sammak;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-001;...dah bin Dulaim Al-Mundzir bin Amr bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.;206-209;1;0.55;
Sa'd bin Khaitsamah bin Al-Harits;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-001;...bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.;206-209;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-002;Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus. Setelah jelas penunjukan mereka, Rasulullah menyumpah mereka secara khusus sebagai para pemim...;206-209;1;0.55;
Umar bin Al-Khaththab;PERSON;SAHABAT;sekutu;Abu Jahal;PERSON;000089-004;"...Iyasy memutuskan untuk kembali ke Makkah bersama Abu Jahal dan Al-Harits, agar ibunya menghentikan nadzarnya. Maka Umar berkata kepadanya, ""Kalau memang itu pilihanmu, m...";210-213;1;0.55;
Jubair bin Muth'im;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000090-002;...lah para wakil seluruh kabilah Quraisy, yaitu: 1. Abu Jahal bin Hisyam dari kabilah Bani Makhzum 2. Jubair bin Muth'im dan Thu'aimah bin Adi serta Al-Harits bin Amir da...;214-217;1;0.55;
Thu'aimah bin Adi;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000090-002 | 000092-001;...lah para wakil seluruh kabilah Quraisy, yaitu: 1. Abu Jahal bin Hisyam dari kabilah Bani Makhzum 2. Jubair bin Muth'im dan Thu'aimah bin Adi serta Al-Harits bin Amir dari Bani Naufal bin Abd...;214-217 | 218-220;2;0.55;
Al-Harits bin Amir;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000090-002;...lah para wakil seluruh kabilah Quraisy, yaitu: 1. Abu Jahal bin Hisyam dari kabilah Bani Makhzum 2. Jubair bin Muth'im dan Thu'aimah bin Adi serta Al-Harits bin Amir dari Bani Naufal bin Abdi Manaf. 3. Syaiban dan U...;214-217;1;0.55;
Naufal bin Abdi;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000090-002;...lah para wakil seluruh kabilah Quraisy, yaitu: 1. Abu Jahal bin Hisyam dari kabilah Bani Makhzum 2. Jubair bin Muth'im dan Thu'aimah bin Adi serta Al-Harits bin Amir dari Bani Naufal bin Abdi Manaf. 3. Syaiban dan Utbah, anak Rabi'ah serta A...;214-217;1;0.55;
Abul Hakam;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000090-005;"...ni disampaikan penduduk Makkah yang paling jahat, Abu Jahal bin Hisyam. Dia berkata, ""Demi Allah, aku mempunyai satu pendapat yang kujamin pasti akan kalian laksanakan."" ""Apa pendapatmu wahai Abul Hakam?"" tanya mereka. -Menurutku, kita tunjuk salah seo...";214-217;1;0.55;
Al-Hakam bin Abul Ash;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000092-001;...belas orang terkemuka di antara mereka, yaitu: 1. Abu Jahal bin Hisyam 2. Al-Hakam bin Abul Ash 3. Uqbah bin Abu Mu'aith 4. An-Nadhar bin Al-Hari...;218-220;1;0.55;
Uqbah bin Abu Mu'aith;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000092-001;...belas orang terkemuka di antara mereka, yaitu: 1. Abu Jahal bin Hisyam 2. Al-Hakam bin Abul Ash 3. Uqbah bin Abu Mu'aith 4. An-Nadhar bin Al-Harits 5. Umayyah bin Khalaf...;218-220;1;0.55;
An-Nadhr bin Al-Harits;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000092-001;...belas orang terkemuka di antara mereka, yaitu: 1. Abu Jahal bin Hisyam 2. Al-Hakam bin Abul Ash 3. Uqbah bin Abu Mu'aith 4. An-Nadhar bin Al-Harits 5. Umayyah bin Khalaf 6. Zam'ah bin Al-Aswad 7. T...;218-220;1;0.55;
Zam'ah bin Al-Aswad;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000092-001;...belas orang terkemuka di antara mereka, yaitu: 1. Abu Jahal bin Hisyam 2. Al-Hakam bin Abul Ash 3. Uqbah bin Abu Mu'aith 4. An-Nadhar bin Al-Harits 5. Umayyah bin Khalaf 6. Zam'ah bin Al-Aswad 7. Thu'aimah bin Adi 8. Abu Lahab Ubay bin Khalaf...;218-220;1;0.55;
Abu Lahab;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000092-001;...belas orang terkemuka di antara mereka, yaitu: 1. Abu Jahal bin Hisyam 2. Al-Hakam bin Abul Ash 3. Uqbah bin Abu Mu'aith 4. An-Nadhar bin Al-Harits 5. Umayyah bin Khalaf 6. Zam'ah bin Al-Aswad 7. Thu'aimah bin Adi 8. Abu Lahab Ubay bin Khalaf 10. Nubih bin Al-Hajjaj 11._ Muna...;218-220;1;0.55;
Muhammad;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000096-002;...g memiliki dua bagian ikat pinggang). Selanjutnya Rasulullah berangkat bersama Abu Bakar dan Amir bin Fuhairah. Abullah bin Uraiqith yang...;223-229;1;0.55;
Amir bin Fuhairah;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000096-002;...nggang). Selanjutnya Rasulullah berangkat bersama Abu Bakar dan Amir bin Fuhairah. Abullah bin Uraiqith yang menjadi penunjuk jalan...;223-229;1;0.55;
Abdullah bin Uraiqith;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000096-002;...nggang). Selanjutnya Rasulullah berangkat bersama Abu Bakar dan Amir bin Fuhairah. Abullah bin Uraiqith yang menjadi penunjuk jalan mengambil jalan pesis...;223-229;1;0.55;
Sa'd bin Mu'adz;PERSON;KELUARGA;anak;Umayyah;PERSON;000111-001;"Kemudian setelah itu Sa'd bin Mu'adz pergi ke Makkah untuk melakukan umrah. Di Makkah dia menetap di rumah Umayyah bin Khalaf. Dia berkata kepada Umayyah, ""Berilah aku waktu sebentar, siapa tahu aku bisa...";254;1;0.55;
Abu Jahal;PERSON;KELUARGA;anak;Umayyah;PERSON;000111-001;"...p di rumah Umayyah bin Khalaf. Dia berkata kepada Umayyah, ""Berilah aku waktu sebentar, siapa tahu aku bisa melakukan thawaf di Ka'bah."" Maka mendekati siang hari bersama Umayyah dia pergi ke Ka'bah. Abu Jahal yang berpapasan dengan keduanya, bertanya, ""Wahai...";254;1;0.55;
Abu Jahal;PERSON;SAHABAT;sekutu;Umayyah;PERSON;000111-001;"...waf di Ka'bah."" Maka mendekati siang hari bersama Umayyah dia pergi ke Ka'bah. Abu Jahal yang berpapasan dengan keduanya, bertanya, ""Wahai...";254;1;0.55;
Abu Shafwan;PERSON;SAHABAT;sekutu;Umayyah;PERSON;000111-001;"...waf di Ka'bah."" Maka mendekati siang hari bersama Umayyah dia pergi ke Ka'bah. Abu Jahal yang berpapasan dengan keduanya, bertanya, ""Wahai Abu Shafwan. siapakah yang bersamamu ini?"" Umayyah menjawab,...";254;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000114-002;...da tahun 623 M. Untuk memimpin satuan pasukan ini Rasulullah menunjuk Hamzah bin Abdul Muththalib, bersama 30 orang Muhajirin, untuk menghadang rombongan kafilah Quraisy yang kembali dari Syam, yang di tengah rombongan itu ada Abu Jahal bin Hisyam, bersama 300 orang. Mereka tiba di Siful Bahr di...;256-265;1;0.55;
Hamzah bin Abdul Muththalib;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000114-002;...k memimpin satuan pasukan ini Rasulullah menunjuk Hamzah bin Abdul Muththalib, bersama 30 orang Muhajirin, untuk menghadang rombongan kafilah Quraisy yang kembali dari Syam, yang di tengah rombongan itu ada Abu Jahal bin Hisyam, bersama 300 orang. Mereka tiba di Siful Bahr di...;256-265;1;0.55;
Amar bin Al-Hadhrami;PERSON;KELUARGA;anak;Abdullah bin Al-Mughirah;PERSON;000114-007;...dagangan. Turut serta dalam rombongan itu adalah Amr bin Al-Hadhrami, Utsman dan Naufal, kedua anak Abdullah bin Al-Mughirah. Al-Hakam bin Kaisan, budak Bani Al-Mughirah. Ora...;256-265;1;0.55;
Utsman bin Affan;PERSON;KELUARGA;anak;Abdullah bin Al-Mughirah;PERSON;000114-007;...a dalam rombongan itu adalah Amr bin Al-Hadhrami, Utsman dan Naufal, kedua anak Abdullah bin Al-Mughirah. Al-Hakam bin Kaisan, budak Bani Al-Mughirah. Ora...;256-265;1;0.55;
