source_name;source_label;relation_type;relation_subtype;target_name;target_label;chunk_id;evidence;halaman;frequency;weight;periode_bab
Perang Khaibar;EVENT;OCCURRED_ON;;Jumadil Ula;TIME;000215-002;...Rasulullah terjadi pada bulan Rabi'ul Awwal atau Jumadil Ula itu. Sebab Abu Hurairah dan Abu Musa Al-Asy ari ikut bergabung dalam peperangan itu. Padahal Abu Hurairal masuk Islam beberapa hari sebelum Perang Khaibar, dan Abu Musa Al-Asy ari bergabung dengan Nabi di...;385-386;1;0.2;Hudaibiyah & Babak Baru Diplomasi
Perang Dzatur Riqa;EVENT;OCCURRED_AT;;Khaibar;LOCATION;000215-002;...dan Abu Musa Al-Asy ari bergabung dengan Nabi di Khaibar. Jadi Perang Dzatur Riqa' terjadi setelah Perang Khaibar. Bukti lain yang...;385-386;1;0.4;Perang Uhud & Satuan Pasukan Pasca Uhud
Perang Asafan;EVENT;OCCURRED_ON;;Tahun 4 H;TIME;000215-002;...yang menguatkan bahwa perang ini terjadi setelah tahun 4 H, karena pada saat peperangan itu Nabi mendirikan shalat khauf. Padahal pensyariatan shalat khauf yang pertama kali terjadi pada saat Perang Asafan.;385-386;1;0.2;Perang Uhud & Satuan Pasukan Pasca Uhud
Muhammad;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000218-011 | 000218-025 | 000218-026 | 000219-006 | 000220-004 | 000225-004;...ya ada beberapa shalat yang tak sempat dikerjakan Rasulullah dan orang-orang Muslim. Di dalam Ashahihain disebutan dari Jabir bahwa Umar bin Al-Khaththab muncul pada waktu Perang Khandaq, lalu dia terus-menerus mengolok-olok orang-orang...;390-404 | 405-411 | 412-414 | 420-424;6;0.5;Perang Khandaq hingga Bani Mushthaliq
Jabir bin Abdullah;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000218-011;...-orang Muslim. Di dalam Ashahihain disebutan dari Jabir bahwa Umar bin Al-Khaththab muncul pada waktu Perang Khandaq, lalu dia terus-menerus mengolok-olok orang-orang...;390-404;1;0.5;Perang Khandaq hingga Bani Mushthaliq
Umar bin Al-Khaththab;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000218-011;...m. Di dalam Ashahihain disebutan dari Jabir bahwa Umar bin Al-Khaththab muncul pada waktu Perang Khandaq, lalu dia terus-menerus mengolok-olok orang-orang...;390-404;1;0.5;Perang Khandaq hingga Bani Mushthaliq
Ali bin Abu Thalib;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000218-011;...t dilaksanakan. Di dalam riwayat Al-Bukhari, dari Ali, dari Nabi , beliau bersabda pada waktu Perang Khandaq. .Allah memenuhi rumah dan kuburan mereka dengan...;390-404;1;0.5;Perang Khandaq hingga Bani Mushthaliq
Ibnu Sa'd;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000218-026;...n berakhir pada bulan Dzul Qa'dah Menurut riwayat Ibnu Sa'd, Rasulullah kembali dari Khandaq pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah. Pasukan Muslim berhadapan dengan Perang Khandaq atau Ahzab bukan merupakan pasukan Quraisy pada p...;390-404;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_AT;;Khandaq;LOCATION;000218-026;...enurut riwayat Ibnu Sa'd, Rasulullah kembali dari Khandaq pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah. Pasukan Muslim berhadapan dengan Perang Khandaq atau Ahzab bukan merupakan pasukan Quraisy pada p...;390-404;1;0.3;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_ON;;Bulan Syawwal;TIME;000218-026;...ambil kesimpulan bahwa permulaan pengepungan pada bulan Syawwal dan berakhir pada bulan Dzul Qa'dah Menurut riwayat Ibnu Sa'd, Rasulullah kembali dari Khandaq pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah. Pasukan Muslim berhadapan dengan Perang Khandaq atau Ahzab bukan merupakan pasukan Quraisy pada p...;390-404;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_ON;;Bulan Dzul Qa'Dah;TIME;000218-026 | 000220-004;...Khandaq pada hari Rabu, seminggu sebelum habisnya bulan Dzul Qa'dah. Pasukan Muslim berhadapan dengan Perang Khandaq atau Ahzab bukan merupakan pasukan Quraisy pada p...;390-404 | 412-414;2;0.4;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_AT;;Madinah;LOCATION;000218-026 | 000219-006;"...umatkan kekuatan lebih kecil yang sedang mekar di Madinah. Sebab bangsa Arab tidak sanggup menghimpun kekuatan yang lebih besar daripada pasukan Ahzab ini Oleh karena itu Rasulullah bersabda, tatkala Allah sudah mengalahkan pasukan musuh Lokasi Perang Ahzab ""Sekarang kitalah yang ganti menyerang mereka dan...";390-404 | 405-411;2;0.5;Perang Khandaq hingga Bani Mushthaliq
Ali bin Abu Thalib;PERSON;INVOLVED_IN;;Perang Bani Quraizhah;EVENT;000219-005;"...dari Quraisy dan Ghathafan. Tetapi perlu diingat, Perang Bani Quraizhah adalah peperangan urat syaraf. Allah menyusupkan ketakutan ke dalam hati orang-orang Yahudi. Mental mereka langsung merosot. Keadaan ini mencapai puncaknya hingga muncul Ali bin Abu Thalib dan Az-Zubair bin Al-Awwam. Ali Berteriak, ""Wahai...";405-411;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Az-Zubair bin Al-Awwam;PERSON;INVOLVED_IN;;Perang Bani Quraizhah;EVENT;000219-005;"...dari Quraisy dan Ghathafan. Tetapi perlu diingat, Perang Bani Quraizhah adalah peperangan urat syaraf. Allah menyusupkan ketakutan ke dalam hati orang-orang Yahudi. Mental mereka langsung merosot. Keadaan ini mencapai puncaknya hingga muncul Ali bin Abu Thalib dan Az-Zubair bin Al-Awwam. Ali Berteriak, ""Wahai pasukan iman, demi Allah,...";405-411;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Sa'd bin Mu'adz;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000219-006 | 000219-011;"..."" jawab mereka. Beliau bersabda, ""Serahkan kepada Sa'd bin Mu'adz."" ""Kami ridha,"" kata mereka Saat itu Sa'd bin Mu'adz berada di Madinah dan tidak ikut pergi ke Bani Qainuqa' karena mendapat luka di lengannya sewaktu Perang Ahzab, maka dia dipanggil untuk datang dengan naik seek...";405-411;2;0.5;Perang Khandaq hingga Bani Mushthaliq
Huyai Bin Akhthab;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000219-008;...h bersama mereka Salah seorang di antara penjahat Perang Ahzab adalah Huyai bin Akhthab, ayah Shafiyah Ummul Mukminin . Dia bergabung di...;405-411;1;0.5;Perang Khandaq hingga Bani Mushthaliq
Ka'B Bin Asad;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000219-008;...h bersama mereka Salah seorang di antara penjahat Perang Ahzab adalah Huyai bin Akhthab, ayah Shafiyah Ummul Mukminin . Dia bergabung di benteng Bani Quraizhah saat Quraisy dan Ghathafan pulang, karena harus memenuhi janjinya kepada Ka'b bin Asad, yang sebelum itu dia terus-menerus membujuk dan...;405-411;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Tsabit bin Qais bin Syammas;PERSON;INVOLVED_IN;;Perang Bu'ats;EVENT;000219-009;..., lalu masuk Islam dan menjadi sahabat yang baik. Tsabit bin Qaiz $ meminta kepada Rasulullah agar Az-Zabir bin Batha beserta keluarga dan harta bendanya diserahkan kepadanya. Sewaktu Perang Bu'ats, Az-Zabir berjasa telah menyelamatkan Tsabit bin...;405-411;1;0.5;Dakwah di Luar Makkah & Isra Mi'raj
Muhammad;PERSON;INVOLVED_IN;;Perang Bu'ats;EVENT;000219-009;...habat yang baik. Tsabit bin Qaiz $ meminta kepada Rasulullah agar Az-Zabir bin Batha beserta keluarga dan harta bendanya diserahkan kepadanya. Sewaktu Perang Bu'ats, Az-Zabir berjasa telah menyelamatkan Tsabit bin...;405-411;1;0.3;Dakwah di Luar Makkah & Isra Mi'raj
Az-Zabir Bin Batha;PERSON;INVOLVED_IN;;Perang Bu'ats;EVENT;000219-009;...Tsabit bin Qaiz $ meminta kepada Rasulullah agar Az-Zabir bin Batha beserta keluarga dan harta bendanya diserahkan kepadanya. Sewaktu Perang Bu'ats, Az-Zabir berjasa telah menyelamatkan Tsabit bin...;405-411;1;0.3;Dakwah di Luar Makkah & Isra Mi'raj
Perang Khandaq;EVENT;OCCURRED_ON;;Bulan Dzul Qa'Dah 5 H;TIME;000219-013;...au melepaskan talinya Peperangan ini terjadi pada bulan Dzul Qa'dah 5 H. Adapun pengepungan berjalan selama dua puluh lima Allah menurunkan beberapa ayat tentang Perang Ahzab dan Bani Quraizhah dalam surat Al-Ahzab. Di dalam...;405-411;1;0.3;Perang Khandaq hingga Bani Mushthaliq
Abdullah Bin Atik;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000220-004;...mati. Kemudian para sahabat pulang dan menggotong Abdullah bin Atik hingga bertemu Rasulullah . Peristiwa ini terjadi pada bulan Dzul Qa'dah atau Dzul Hijjah 5 H. Seusai Perang Ahzab dan Bani Quraizhah, serta membungkam para penjaha...;412-414;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_ON;;Dzul Hijjah;TIME;000220-004;...Peristiwa ini terjadi pada bulan Dzul Qa'dah atau Dzul Hijjah 5 H. Seusai Perang Ahzab dan Bani Quraizhah, serta membungkam para penjaha...;412-414;1;0.4;Perang Khandaq hingga Bani Mushthaliq
Abul Ash;PERSON;INVOLVED_IN;;Fathul Makkah;EVENT;000223-003;...g pada hadits dha'if ini, mereka menyatakan bahwa Abul Ash masuk Islam pada akhir tahun kedelapan sebelum Fathu Makkah. Lalu mereka membuat kontradiksi sendiri, bahwa Z...;416-418;1;0.5;Perang Mu'tah & Penaklukan Makkah
Jabir bin Abdullah;PERSON;INVOLVED_IN;;Perjanjian Hudaibiyah;EVENT;000223-005;...Maka kami menyerahkannya kepada beliau Penuturan Jabir ini menunjukkan bahwa peristiwa ini terjadi sebelum Hudaibiyah. Sebab orang-orang Muslim tidak lagi mengintai kafilah dagang Quraisy setelah perjanjian Hudaibiyah.;416-418;1;0.2;Hudaibiyah & Babak Baru Diplomasi
Perjanjian Hudaibiyah;EVENT;OCCURRED_AT;;Hudaibiyah;LOCATION;000223-005 | 000247-003;...i menunjukkan bahwa peristiwa ini terjadi sebelum Hudaibiyah. Sebab orang-orang Muslim tidak lagi mengintai kafilah dagang Quraisy setelah perjanjian Hudaibiyah.;416-418 | 453-456;2;0.3;Hudaibiyah & Babak Baru Diplomasi
Abdullah bin Ubay bin Salul;PERSON;INVOLVED_IN;;Perang Badr;EVENT;000225-001;"...abung bersama mereka dan membaca Al-Qur an. Namun Abdullah bin Ubay berkata, ""Duduk saja di rumahmu dan jangan mengganggu majelis Ini terjadi sebelum dia pura-pura masuk Islam. Sekalipun sudah menyatakan masuk Islam setelah Perang Badr, tetap saja dia menjadi musuh Allah dan Rasul- Ny...";420-424;1;0.2;Perang Badr & Dampaknya
Abdullah bin Ubay bin Salul;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000225-004;...apan pun yang mereka kehendaki, di bawah pimpinan Abdullah bin Ubay. Rencana mereka yang jahat ini tampak jelas seusai Perang Ahzab, saat Rasulullah menikahi Ummul Mukminin Zainab b...;420-424;1;0.3;Perang Khandaq hingga Bani Mushthaliq
Zainab Binti Jahsy;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000225-004;...Rencana mereka yang jahat ini tampak jelas seusai Perang Ahzab, saat Rasulullah menikahi Ummul Mukminin Zainab binti Jahsy, setelah dia diceraikan Zaid bin Haritsah, anak a...;420-424;1;0.5;Perang Khandaq hingga Bani Mushthaliq
Zaid bin Haritsah;PERSON;INVOLVED_IN;;Perang Khandaq;EVENT;000225-004;...Rencana mereka yang jahat ini tampak jelas seusai Perang Ahzab, saat Rasulullah menikahi Ummul Mukminin Zainab binti Jahsy, setelah dia diceraikan Zaid bin Haritsah, anak angkat beliau. Di antara tradisi yang berla...;420-424;1;0.5;Perang Khandaq hingga Bani Mushthaliq
Muhammad;PERSON;INVOLVED_IN;;Perang Bani Mushthaliq;EVENT;000225-005;...ntas tentang perilaku orang-orang munafik sebelum Perang Bani Mushthaliq. Sementara, Rasulullah menghadapi semua itu dengan sabar dan lemah lembu...;420-424;1;0.4;Perang Khandaq hingga Bani Mushthaliq
Perang Khandaq;EVENT;OCCURRED_ON;;Tahun 4 H;TIME;000227-004;...ang ada dua kejadian dalam sekali perjalanan pada tahun 4 H. Al-Allamah Al-Manshuri tidak setuju apabila pengiriman mereka ini dianggap sebagai pengiriman satuan pasukan. Inilah beberapa pengiriman satuan pasukan setelah Perang Ahzab dan Bani Quraizhah. Dalam pengiriman satuan-satua...;430-432;1;0.2;Perang Khandaq hingga Bani Mushthaliq
Perjanjian Hudaibiyah;EVENT;OCCURRED_AT;;Habasyah;LOCATION;000247-001;...an itu bukan teks surat yang ditulis Nabi setelah perjanjian Hudaibiyah, tetapi boleh jadi itu merupakan surat yang dibawa Ja'far ketika dia hijrah ke Habasyah bersama rekan-rekannya semasa periode Makkah. Apa...;453-456;1;0.5;Hudaibiyah & Babak Baru Diplomasi
Perjanjian Hudaibiyah;EVENT;OCCURRED_AT;;Makkah;LOCATION;000247-001;...an itu bukan teks surat yang ditulis Nabi setelah perjanjian Hudaibiyah, tetapi boleh jadi itu merupakan surat yang dibawa Ja'far ketika dia hijrah ke Habasyah bersama rekan-rekannya semasa periode Makkah. Apalagi di akhir surat itu disebutkan orang-oran...;453-456;1;0.5;Hudaibiyah & Babak Baru Diplomasi
Perjanjian Hudaibiyah;EVENT;OCCURRED_ON;;Tahun 6 H;TIME;000247-001;...ini bersama Amr bin Umayyah Adh-Dhamri pada akhir tahun 6 H, atau pada bulan Muharram tahun 7 H. Ath-Thabari telah menyebutkan teks surat itu, tetapi perlu penelitian lebih lanjut. Sebab ada kemungkinan itu bukan teks surat yang ditulis Nabi setelah perjanjian Hudaibiyah, tetapi boleh jadi itu merupakan surat yang dibaw...;453-456;1;0.2;Hudaibiyah & Babak Baru Diplomasi
Perjanjian Hudaibiyah;EVENT;OCCURRED_ON;;Bulan Muharram Tahun 7 H;TIME;000247-001;...mayyah Adh-Dhamri pada akhir tahun 6 H, atau pada bulan Muharram tahun 7 H. Ath-Thabari telah menyebutkan teks surat itu, tetapi perlu penelitian lebih lanjut. Sebab ada kemungkinan itu bukan teks surat yang ditulis Nabi setelah perjanjian Hudaibiyah, tetapi boleh jadi itu merupakan surat yang dibaw...;453-456;1;0.2;Hudaibiyah & Babak Baru Diplomasi
Amr Bin Umayyah;PERSON;INVOLVED_IN;;Perang Tabuk;EVENT;000247-005;...dia mengirim mereka dengan menumpang dua perahu. Amr bin Umayyah Adh-Dhamri juga ikut dalam rombongan itu, hingga mereka bertemu Nabi yang saat itu sedang berada di Khaibar. Raja Najasyi ini meninggal dunia pada bulan Rajab tahun 7 H, setelah Perang Tabuk. Beliau bersedih atas kematiannya dan mengucapkan...;453-456;1;0.2;Hunain, Tabuk & Puncak Kekuatan Islam
Muhammad;PERSON;INVOLVED_IN;;Perjanjian Hudaibiyah;EVENT;000254-007 | 000255-001;...n daripada surat-surat lain yang dikirimkan Surat Rasulullah kepada Muqaiqis kepada para raja. Menurut pendapat mayoritas, surat ini dikirimkan setelah Perjanjian Hudaibiyah. Jggwlacadya lslx=gahjl alsg Dengan surat-surat i...;465-469 | 470-472;2;0.3;Hudaibiyah & Babak Baru Diplomasi
Salamah bin Al-Akwa';PERSON;INVOLVED_IN;;Perjanjian Hudaibiyah;EVENT;000255-001;...ya. Ini merupakan peperangan yang meletus setelah Perjanjian Hudaibiyah dan sebelum Perang Khaibar. Al-Bukhari menyebutkan bahwa peperangan ini terjadi tiga hari sebelum Perang Khaibar. Muslim meriwayatkannya dari hadits Salamah bin Al-Akwa'. Mayoritas penulis sejarah peperangan menyebutka...;470-472;1;0.3;Hudaibiyah & Babak Baru Diplomasi
Salamah bin Al-Akwa';PERSON;INVOLVED_IN;;Perang Khaibar;EVENT;000255-001;...meletus setelah Perjanjian Hudaibiyah dan sebelum Perang Khaibar. Al-Bukhari menyebutkan bahwa peperangan ini terjadi tiga hari sebelum Perang Khaibar. Muslim meriwayatkannya dari hadits Salamah bin Al-Akwa'. Mayoritas penulis sejarah peperangan menyebutka...;470-472;1;0.4;Hudaibiyah & Babak Baru Diplomasi
Ibnu Ummi;PERSON;INVOLVED_IN;;Perang Khaibar;EVENT;000255-004;...aat perjalanan pulang ke Madinah. Beliau menunjuk Ibnu Ummi Maktum sebagai wakil beliau di Madinah dalam peperangan ini. Sedangkan bendera diserahkan kepada Al-Miqdad bin Amr. Lokasi Perang Khaibar Bekas benteng Yahudi Khaibar Bekas bangunan di Kh...;470-472;1;0.2;Hudaibiyah & Babak Baru Diplomasi
Al-Miqdad Bin Amr;PERSON;INVOLVED_IN;;Perang Khaibar;EVENT;000255-004;...perangan ini. Sedangkan bendera diserahkan kepada Al-Miqdad bin Amr. Lokasi Perang Khaibar Bekas benteng Yahudi Khaibar Bekas bangunan di Kh...;470-472;1;0.4;Hudaibiyah & Babak Baru Diplomasi
Amir Bin Al-Akwa;PERSON;INVOLVED_IN;;Perang Khaibar;EVENT;000263-001;"...syair itu?"" Tanya beliau. Orang-orang menjawab, ""Amir bin Al-Akwa'."" Beliau bersabda, ""Allah merahmatinya."" Mereka berkata, Memang sudah selayaknya dia mendapatkan surga wahai Nabi Allah, andaikan kami tidak bisa memberinya kesenangan."" Orang-orang sudah hafal, bahwa apabila Rasulullah memintakan ampunan bagi seseorang secara khusus, pasti orang itu akan mati syahid Dan, memang begitulah yang terjadi pada Perang Khaibar ini. 2. Di tengah perjalanan orang-orang menemuka...";476-477;1;0.5;Hudaibiyah & Babak Baru Diplomasi
Perang Khaibar;EVENT;OCCURRED_AT;;Hudaibiyah;LOCATION;000274-002;Karena bagaimanapun juga, harta rampasan dari Perang Khaibar ini juga tidak lepas dari peran orang-orang yang ikut dalam peristiwa Hudaibiyah. Setiap kuda yang ikut mendapat dua bagian, penun...;486-487;1;0.5;Hudaibiyah & Babak Baru Diplomasi
Khalid bin Al-Walid;PERSON;INVOLVED_IN;;Perang Mu'Tah;EVENT;000293-001;"...a. ""Aku tidak sanggup,"" jawabnya. Mereka menunjuk Khalid bin Al-Walid. Maka setelah mengambil bendera. dia bertempur dengan hebat dan gagah berani. Al-Bukhari meriwayatkan dari Khalid bin dia berkata, ""Ada sembilan pedang yang patah di tanganku pada waktu perang Mu'tah. Yang tinggal di tanganku hanya sebatang pedang l...";506-507;1;0.2;Perang Mu'tah & Penaklukan Makkah
Khalid Bin Dia;PERSON;INVOLVED_IN;;Perang Mu'Tah;EVENT;000293-001;"...at dan gagah berani. Al-Bukhari meriwayatkan dari Khalid bin dia berkata, ""Ada sembilan pedang yang patah di tanganku pada waktu perang Mu'tah. Yang tinggal di tanganku hanya sebatang pedang l...";506-507;1;0.5;Perang Mu'tah & Penaklukan Makkah
Muhammad;PERSON;INVOLVED_IN;;Perang Mu'Tah;EVENT;000293-001 | 000296-001 | 000357-002;...sembilan pedang yang patah di tanganku pada waktu perang Mu'tah. Yang tinggal di tanganku hanya sebatang pedang lebar model Yaman. Sebelum orang-orang di Madinah mendengar kabar dari kancah peperangan, Rasulullah telah bersabda mengabarkan apa yang terjadi denga...;506-507 | 508-510 | 577-590;3;0.5;Perang Mu'tah & Penaklukan Makkah
Perang Mu'Tah;EVENT;OCCURRED_AT;;Yaman;LOCATION;000293-001;...sembilan pedang yang patah di tanganku pada waktu perang Mu'tah. Yang tinggal di tanganku hanya sebatang pedang lebar model Yaman. Sebelum orang-orang di Madinah mendengar kabar d...;506-507;1;0.3;Perang Mu'tah & Penaklukan Makkah
Perang Mu'Tah;EVENT;OCCURRED_AT;;Syam;LOCATION;000296-001 | 000357-002;...ngetahui sikap beberapa kabilah Arab di pinggiran Syam yang berpihak kepada pasukan Romawi dalam menghadapi orang-orang Muslim semasa Perang Mu'tah, maka beliau merasa perlu untuk memisahkan Bari,...;508-510 | 577-590;2;0.5;Perang Mu'tah & Penaklukan Makkah
Amr bin Al-Ash;PERSON;INVOLVED_IN;;Perang Mu'Tah;EVENT;000296-001;...pas. Untuk melaksanakan tugas ini beliau menunjuk Amru bin Al-Ash. Sebab neneknya berasal dari Balli (salah satu kabilah di perbatasan Syam). Maka beliau mengutusnya untuk menemui mereka pada bulan Jumadal Akhirah 8 H seusai perang Mu'tah, dengan tujuan untuk membujuk dan melunakkan hati...;508-510;1;0.2;Perang Mu'tah & Penaklukan Makkah
Perang Mu'Tah;EVENT;OCCURRED_AT;;Madinah;LOCATION;000296-001;...emui mereka pada bulan Jumadal Akhirah 8 H seusai perang Mu'tah, dengan tujuan untuk membujuk dan melunakkan hati mereka. Ada yang berpendapat, sebelumnya ada informasi yang masuk bahwa penduduk Qudha'ah telah berhimpun dan hendak mendekati pinggiran Madinah Maka beliau mengutus Amru bin Al-Ash untuk mendat...;508-510;1;0.2;Perang Mu'tah & Penaklukan Makkah
Perang Mu'Tah;EVENT;OCCURRED_ON;;Bulan Jumadal;TIME;000296-001;...Maka beliau mengutusnya untuk menemui mereka pada bulan Jumadal Akhirah 8 H seusai perang Mu'tah, dengan tujuan untuk membujuk dan melunakkan hati...;508-510;1;0.5;Perang Mu'tah & Penaklukan Makkah
Perang Mu'Tah;EVENT;OCCURRED_ON;;8 H;TIME;000296-001;...a untuk menemui mereka pada bulan Jumadal Akhirah 8 H seusai perang Mu'tah, dengan tujuan untuk membujuk dan melunakkan hati...;508-510;1;0.5;Perang Mu'tah & Penaklukan Makkah
Abu Bakar;PERSON;INVOLVED_IN;;Perang Bani Al-Ashfar;EVENT;000301-001;"...au. Tak seorang pun yang mengetahui hal ini. Lalu Abu Bakar datang ke rumah Aisyah dan bertanya, ""Wahai putriku, untuk apa peralatan ini?"" ""Demi Allah, aku tidak tahu,"" jawab Aisyah. ""Demi Allah, yang seperti ini hanya terjadi pada Perang Bani Al-Ashfar. Kemana yang hendak dituju Rasulullah?"" ""Demi All...";515-517;1;0.2;Perang Mu'tah & Penaklukan Makkah
Aisyah;PERSON;INVOLVED_IN;;Perang Bani Al-Ashfar;EVENT;000301-001;"...engetahui hal ini. Lalu Abu Bakar datang ke rumah Aisyah dan bertanya, ""Wahai putriku, untuk apa peralatan ini?"" ""Demi Allah, aku tidak tahu,"" jawab Aisyah. ""Demi Allah, yang seperti ini hanya terjadi pada Perang Bani Al-Ashfar. Kemana yang hendak dituju Rasulullah?"" ""Demi All...";515-517;1;0.3;Perang Mu'tah & Penaklukan Makkah
Muhammad;PERSON;INVOLVED_IN;;Perang Bani Al-Ashfar;EVENT;000301-001;"...""Demi Allah, yang seperti ini hanya terjadi pada Perang Bani Al-Ashfar. Kemana yang hendak dituju Rasulullah?"" ""Demi Allah, aku tidak tahu,"" jawab Aisyah Pagi...";515-517;1;0.4;Perang Mu'tah & Penaklukan Makkah
Amr bin Salim;PERSON;INVOLVED_IN;;Perang Bani Al-Ashfar;EVENT;000301-001;"...""Demi Allah, yang seperti ini hanya terjadi pada Perang Bani Al-Ashfar. Kemana yang hendak dituju Rasulullah?"" ""Demi Allah, aku tidak tahu,"" jawab Aisyah Pagi-pagi pada hari ketiga, Amr bin Salim Al-Khuza'i datang bersama 40 orang penunggang, la...";515-517;1;0.2;Perang Mu'tah & Penaklukan Makkah
Abrahah;PERSON;INVOLVED_IN;;Perjanjian Hudaibiyah;EVENT;000320-004;...t pasukan penunggang gajah (pasukan yang dipimpin Abrahah) menyerang Ka'bah, dengan tujuan untuk menghancurkannya. Akibatnya, pasukan mereka hancur lebur seperti daun- daun yang habis dimakan ulat. Perjanjian Hudaibiyah merupakan permulaan dari sinyal datangnya kemenan...;532-536;1;0.2;Hudaibiyah & Babak Baru Diplomasi
Fathul Makkah;EVENT;OCCURRED_AT;;Makkah;LOCATION;000321-001;...selama kurang lebih dua puluh tahun. Penaklukkan Makkah merupakan hasil paling penting yang diraih orang- orang Muslim pada tahun-tahun itu. Alhasil, perjalanan hari dan udara Jazirah Arab berubah total. Penaklukan Makkah ini merupakan batas penentu antara batas sebelumn...;537;1;0.2;Perang Mu'tah & Penaklukan Makkah
Fathul Makkah;EVENT;OCCURRED_AT;;Jazirah Arab;LOCATION;000321-001;...hun-tahun itu. Alhasil, perjalanan hari dan udara Jazirah Arab berubah total. Penaklukan Makkah ini merupakan batas penentu antara batas sebelumn...;537;1;0.4;Perang Mu'tah & Penaklukan Makkah
Mas'Ud Bin Amr;PERSON;INVOLVED_IN;;Perang Tha'If;EVENT;000331-001;...mpan sementara waktu di Ji'ranah. Beliau menunjuk Mas'ud bin Amr Al-Ghifari sebagai penanggung jawabnya. Harta rampasan ini tidak dibagi kecuali sepulang dari perang Tha'if. Di antara para tawanan itu terdapat Asy-Syaima'...;543-544;1;0.3;Perang Uhud & Satuan Pasukan Pasca Uhud
Asy-Syaima' Binti Al-Harits;PERSON;INVOLVED_IN;;Perang Tha'If;EVENT;000331-001;...a rampasan ini tidak dibagi kecuali sepulang dari perang Tha'if. Di antara para tawanan itu terdapat Asy-Syaima' binti Al-Harits As- Sa' diyah, saudari sesusuan Nabi . Ketika wan...;543-544;1;0.4;Perang Uhud & Satuan Pasukan Pasca Uhud
Malik Bin Auf;PERSON;INVOLVED_IN;;Perang Hunain;EVENT;000332-001;...katnya merupakan perpanjangan dan kelanjutan dari Perang Hunain. Sebab mayoritas pelarian Hawazin dan Tsaqif masuk ke Tha'if bersama komandan tertinggi mereka, Malik bin Auf An-Nashri. Mereka bertahan di sana. Karena itu Ra...;544-545;1;0.3;Hunain, Tabuk & Puncak Kekuatan Islam
Muhammad;PERSON;INVOLVED_IN;;Perang Hunain;EVENT;000332-001;...katnya merupakan perpanjangan dan kelanjutan dari Perang Hunain. Sebab mayoritas pelarian Hawazin dan Tsaqif masuk ke Tha'if bersama komandan tertinggi mereka, Malik bin Auf An-Nashri. Mereka bertahan di sana. Karena itu Rasulullah beranjak ke Tha'if seusai dari Hunain dan setelah...;544-545;1;0.2;Hunain, Tabuk & Puncak Kekuatan Islam
Muhammad;PERSON;INVOLVED_IN;;Perang Tabuk;EVENT;000351-001 | 000357-011 | 000357-012;...mang beberapa kabilah Arab mengirim utusan kepada Rasulullah setelah perang penaklukan Makkah dan bahkan sejak sebelumnya. Tetapi setelah Perang Tabuk ini, pengiriman utusan kepada beliau lebih intens...;570 | 577-590;3;1.0;Hunain, Tabuk & Puncak Kekuatan Islam
Perang Uhud;EVENT;OCCURRED_AT;;Hunain;LOCATION;000355-001;...nal di dunia. Adapun peristiwa yang terjadi dalam Perang Uhud dan Hunain lebih disebabkan karena kelemahan di dalam diri a...;573-575;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Muhammad;PERSON;INVOLVED_IN;;Perang Tha'If;EVENT;000357-004 | 000357-007;Dulunya dia suka menyerang Rasulullah lewat syair-syairnya. Setelah beliau pulang dari Perang Tha'if pada tahun 8 H, Ka'b bin Zuhair dikirimi surat ol...;577-590;2;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
Ka'B Bin Zuhair;PERSON;INVOLVED_IN;;Perang Tha'If;EVENT;000357-004;...lewat syair-syairnya. Setelah beliau pulang dari Perang Tha'if pada tahun 8 H, Ka'b bin Zuhair dikirimi surat oleh saudaranya sendiri, Bujair bi...;577-590;1;0.5;Perang Uhud & Satuan Pasukan Pasca Uhud
