source_name;source_label;relation_type;relation_subtype;target_name;target_label;chunk_id;evidence;halaman;frequency;weight;periode_bab
Ummu Jamil binti Al-Khaththab;PERSON;KELUARGA;anak;Muhammad;PERSON;000071-005;"...sulullah ?"" ""Kalau begitu ibu harus pergi menemui Ummu Jamil binti Al-Khaththab. Tanyakan kepadanya!' Ummul Khair pergi menemui Ummu Jamil, lalu bertanya kepadanya, ""Sesungguhnya Abu Bakar bertanya kepadamu tentang Muhammad bin Abdullah."" Ummu Jamil menjawab,""Aku tidak tahu di manaAbu...";165-168;1;0.55;
Ummul Khair;PERSON;KELUARGA;anak;Muhammad;PERSON;000071-005;"...mu Jamil binti Al-Khaththab. Tanyakan kepadanya!' Ummul Khair pergi menemui Ummu Jamil, lalu bertanya kepadanya, ""Sesungguhnya Abu Bakar bertanya kepadamu tentang Muhammad bin Abdullah."" Ummu Jamil menjawab,""Aku tidak tahu di manaAbu...";165-168;1;0.55;
Ummu Jamil;PERSON;KELUARGA;anak;Muhammad;PERSON;000071-005;"...b. Tanyakan kepadanya!' Ummul Khair pergi menemui Ummu Jamil, lalu bertanya kepadanya, ""Sesungguhnya Abu Bakar bertanya kepadamu tentang Muhammad bin Abdullah."" Ummu Jamil menjawab,""Aku tidak tahu di manaAbu...";165-168;1;0.55;
Abu Bakar;PERSON;KELUARGA;anak;Muhammad;PERSON;000071-005 | 000133-001;"...mmu Jamil, lalu bertanya kepadanya, ""Sesungguhnya Abu Bakar bertanya kepadamu tentang Muhammad bin Abdullah."" Ummu Jamil menjawab,""Aku tidak tahu di manaAbu...";165-168 | 284;2;0.55;
Bakar;PERSON;KELUARGA;anak;Muhammad;PERSON;000071-005;"...""Sesungguhnya Abu Bakar bertanya kepadamu tentang Muhammad bin Abdullah."" Ummu Jamil menjawab,""Aku tidak tahu di manaAbu Bakar dan Muhammad bin Abdullah berada. Jika engkau men...";165-168;1;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Aisyah;PERSON;000079-003;"...umah pun di Madinah melainkan sudah menyebut nama Rasulullah 117 Zadul-Ma'ad, 2/50; Sirah An-Nabawiyah, Ibnu Hisyam, 1/429-541. Pada tahun kesebelas dari nubuwah itu, beliau menikahi Aisyah yang saat itu umurnya 6 tahun. Lalu beliau berkum...";188-190;1;0.55;
Adam;PERSON;SAHABAT;sekutu;Jibril;PERSON;000080-002;...Baitul Maqdis beliau naik ke langit dunia bersama Jibril. Jibril meminta izin agar dibukakan. Maka pintu langit dibukakan baginya Di sana beliau melihat Adam, bapak sekalian manusia. Beliau mengucapkan salam...;191-197;1;0.55;
As'ad bin Zurarah;PERSON;SAHABAT;sekutu;Mush'ab bin Umair;PERSON;000087-001;...ia pun menjadi mantap karenanya. Dengan kedudukan As'ad sebagai da'i yang ulung bersama Mush'ab bin Umair, maka secara otomatis dia pun dinobatkan sebagai...;206;1;0.55;
Ubadah bin Ash-Shamit bin Qais;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-001;...Ma'rur bin Shahr 6. Abdullah bin Amr bin Haram 7. Ubadah bin Ash-Shamit bin Qais Sa'd bin Ubadah bin Dulaim Al-Mundzir bin Amr bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.;206-209;1;0.55;
Sa'd bin Ubadah bin Dulaim;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-001;...n Amr bin Haram 7. Ubadah bin Ash-Shamit bin Qais Sa'd bin Ubadah bin Dulaim Al-Mundzir bin Amr bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.;206-209;1;0.55;
Al-Mundzir bin Amr bin Khunais;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-001;...in Ash-Shamit bin Qais Sa'd bin Ubadah bin Dulaim Al-Mundzir bin Amr bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.;206-209;1;0.55;
Usaid bin Hudhair bin Sammak;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-001;...dah bin Dulaim Al-Mundzir bin Amr bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.;206-209;1;0.55;
Sa'd bin Khaitsamah bin Al-Harits;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-001;...bin Khunais 10. Usaid bin Hudhair bin Sammak 11. Sa'd bin Khaitsamah bin Al-Harits 12. Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus.;206-209;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Rifa'ah bin Abdul Mundzir;PERSON;000088-002;Rifa'ah bin Abdul Mundzir bin Subair Tiga orang yang terakhir dari Aus. Setelah jelas penunjukan mereka, Rasulullah menyumpah mereka secara khusus sebagai para pemim...;206-209;1;0.55;
Umar bin Al-Khaththab;PERSON;SAHABAT;sekutu;Abu Jahal;PERSON;000089-004;"...Iyasy memutuskan untuk kembali ke Makkah bersama Abu Jahal dan Al-Harits, agar ibunya menghentikan nadzarnya. Maka Umar berkata kepadanya, ""Kalau memang itu pilihanmu, m...";210-213;1;0.55;
Jubair bin Muth'im;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000090-002;...lah para wakil seluruh kabilah Quraisy, yaitu: 1. Abu Jahal bin Hisyam dari kabilah Bani Makhzum 2. Jubair bin Muth'im dan Thu'aimah bin Adi serta Al-Harits bin Amir da...;214-217;1;0.55;
Thu'aimah bin Adi;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000090-002 | 000092-001 | 000126-002;...lah para wakil seluruh kabilah Quraisy, yaitu: 1. Abu Jahal bin Hisyam dari kabilah Bani Makhzum 2. Jubair bin Muth'im dan Thu'aimah bin Adi serta Al-Harits bin Amir dari Bani Naufal bin Abd...;214-217 | 218-220 | 274-275;3;0.55;
Al-Harits bin Amir;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000090-002 | 000126-002;...lah para wakil seluruh kabilah Quraisy, yaitu: 1. Abu Jahal bin Hisyam dari kabilah Bani Makhzum 2. Jubair bin Muth'im dan Thu'aimah bin Adi serta Al-Harits bin Amir dari Bani Naufal bin Abdi Manaf. 3. Syaiban dan U...;214-217 | 274-275;2;0.55;
Naufal bin Abdi;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000090-002;...lah para wakil seluruh kabilah Quraisy, yaitu: 1. Abu Jahal bin Hisyam dari kabilah Bani Makhzum 2. Jubair bin Muth'im dan Thu'aimah bin Adi serta Al-Harits bin Amir dari Bani Naufal bin Abdi Manaf. 3. Syaiban dan Utbah, anak Rabi'ah serta A...;214-217;1;0.55;
Abul Hakam;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000090-005;"...ni disampaikan penduduk Makkah yang paling jahat, Abu Jahal bin Hisyam. Dia berkata, ""Demi Allah, aku mempunyai satu pendapat yang kujamin pasti akan kalian laksanakan."" ""Apa pendapatmu wahai Abul Hakam?"" tanya mereka. -Menurutku, kita tunjuk salah seo...";214-217;1;0.55;
Al-Hakam bin Abul Ash;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000092-001;...belas orang terkemuka di antara mereka, yaitu: 1. Abu Jahal bin Hisyam 2. Al-Hakam bin Abul Ash 3. Uqbah bin Abu Mu'aith 4. An-Nadhar bin Al-Hari...;218-220;1;0.55;
Uqbah bin Abu Mu'ith;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000092-001;...belas orang terkemuka di antara mereka, yaitu: 1. Abu Jahal bin Hisyam 2. Al-Hakam bin Abul Ash 3. Uqbah bin Abu Mu'aith 4. An-Nadhar bin Al-Harits 5. Umayyah bin Khalaf...;218-220;1;0.55;
An-Nadhr bin Al-Harits;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000092-001 | 000126-002;...belas orang terkemuka di antara mereka, yaitu: 1. Abu Jahal bin Hisyam 2. Al-Hakam bin Abul Ash 3. Uqbah bin Abu Mu'aith 4. An-Nadhar bin Al-Harits 5. Umayyah bin Khalaf 6. Zam'ah bin Al-Aswad 7. T...;218-220 | 274-275;2;0.55;
Zam'ah bin Al-Aswad;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000092-001 | 000126-002;...belas orang terkemuka di antara mereka, yaitu: 1. Abu Jahal bin Hisyam 2. Al-Hakam bin Abul Ash 3. Uqbah bin Abu Mu'aith 4. An-Nadhar bin Al-Harits 5. Umayyah bin Khalaf 6. Zam'ah bin Al-Aswad 7. Thu'aimah bin Adi 8. Abu Lahab Ubay bin Khalaf...;218-220 | 274-275;2;0.55;
Abu Lahab;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000092-001;...belas orang terkemuka di antara mereka, yaitu: 1. Abu Jahal bin Hisyam 2. Al-Hakam bin Abul Ash 3. Uqbah bin Abu Mu'aith 4. An-Nadhar bin Al-Harits 5. Umayyah bin Khalaf 6. Zam'ah bin Al-Aswad 7. Thu'aimah bin Adi 8. Abu Lahab Ubay bin Khalaf 10. Nubih bin Al-Hajjaj 11._ Muna...;218-220;1;0.55;
Amir bin Fuhairah;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000096-002;...nggang). Selanjutnya Rasulullah berangkat bersama Abu Bakar dan Amir bin Fuhairah. Abullah bin Uraiqith yang menjadi penunjuk jalan...;223-229;1;0.55;
Abdullah bin Uraiqith;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000096-002;...nggang). Selanjutnya Rasulullah berangkat bersama Abu Bakar dan Amir bin Fuhairah. Abullah bin Uraiqith yang menjadi penunjuk jalan mengambil jalan pesis...;223-229;1;0.55;
Sa'd bin Mu'adz;PERSON;KELUARGA;anak;Umayyah;PERSON;000111-001;"Kemudian setelah itu Sa'd bin Mu'adz pergi ke Makkah untuk melakukan umrah. Di Makkah dia menetap di rumah Umayyah bin Khalaf. Dia berkata kepada Umayyah, ""Berilah aku waktu sebentar, siapa tahu aku bisa...";254;1;0.55;
Abu Jahal;PERSON;KELUARGA;anak;Umayyah;PERSON;000111-001;"...p di rumah Umayyah bin Khalaf. Dia berkata kepada Umayyah, ""Berilah aku waktu sebentar, siapa tahu aku bisa melakukan thawaf di Ka'bah."" Maka mendekati siang hari bersama Umayyah dia pergi ke Ka'bah. Abu Jahal yang berpapasan dengan keduanya, bertanya, ""Wahai...";254;1;0.55;
Abu Jahal;PERSON;SAHABAT;sekutu;Umayyah;PERSON;000111-001;"...waf di Ka'bah."" Maka mendekati siang hari bersama Umayyah dia pergi ke Ka'bah. Abu Jahal yang berpapasan dengan keduanya, bertanya, ""Wahai...";254;1;0.55;
Abu Shafwan;PERSON;SAHABAT;sekutu;Umayyah;PERSON;000111-001;"...waf di Ka'bah."" Maka mendekati siang hari bersama Umayyah dia pergi ke Ka'bah. Abu Jahal yang berpapasan dengan keduanya, bertanya, ""Wahai Abu Shafwan. siapakah yang bersamamu ini?"" Umayyah menjawab,...";254;1;0.55;
Muhammad;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000114-002 | 000126-002;...da tahun 623 M. Untuk memimpin satuan pasukan ini Rasulullah menunjuk Hamzah bin Abdul Muththalib, bersama 30 orang Muhajirin, untuk menghadang rombongan kafilah Quraisy yang kembali dari Syam, yang di tengah rombongan itu ada Abu Jahal bin Hisyam, bersama 300 orang. Mereka tiba di Siful Bahr di...;256-265 | 274-275;2;0.55;
Hamzah bin Abdul Muththalib;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000114-002;...k memimpin satuan pasukan ini Rasulullah menunjuk Hamzah bin Abdul Muththalib, bersama 30 orang Muhajirin, untuk menghadang rombongan kafilah Quraisy yang kembali dari Syam, yang di tengah rombongan itu ada Abu Jahal bin Hisyam, bersama 300 orang. Mereka tiba di Siful Bahr di...;256-265;1;0.55;
Amr bin Al-Hadhrami;PERSON;KELUARGA;anak;Abdullah bin Al-Mughirah;PERSON;000114-007;...dagangan. Turut serta dalam rombongan itu adalah Amr bin Al-Hadhrami, Utsman dan Naufal, kedua anak Abdullah bin Al-Mughirah. Al-Hakam bin Kaisan, budak Bani Al-Mughirah. Ora...;256-265;1;0.55;
Utsman bin Affan;PERSON;KELUARGA;anak;Abdullah bin Al-Mughirah;PERSON;000114-007;...a dalam rombongan itu adalah Amr bin Al-Hadhrami, Utsman dan Naufal, kedua anak Abdullah bin Al-Mughirah. Al-Hakam bin Kaisan, budak Bani Al-Mughirah. Ora...;256-265;1;0.55;
Al-Hakam bin Kaisan;PERSON;KELUARGA;anak;Abdullah bin Al-Mughirah;PERSON;000114-007;...mr bin Al-Hadhrami, Utsman dan Naufal, kedua anak Abdullah bin Al-Mughirah. Al-Hakam bin Kaisan, budak Bani Al-Mughirah. Orang-orang Muslim bermu...;256-265;1;0.55;
Al-Miqdad bin Al-Aswad;PERSON;SAHABAT;sekutu;Ali bin Abu Thalib;PERSON;000116-001;...milik Az Zubair bin Al-Awwam dan satu lagi milik Al-Miqdad bin Al-Aswad Al-Kindi Sedangkan ontanya ada 70 ekor. Satu ekor dinaiki dua atau tiga orang. Sementara Rasulullah naik seekor onta bersama Ali bin Abu Thalib dan Martsad bin Abu Martsad Al-Ghanaw. Beliau men...;267;1;0.55;
Muhammad;PERSON;SAHABAT;sekutu;Ali bin Abu Thalib;PERSON;000116-001;...Satu ekor dinaiki dua atau tiga orang. Sementara Rasulullah naik seekor onta bersama Ali bin Abu Thalib dan Martsad bin Abu Martsad Al-Ghanaw. Beliau men...;267;1;0.55;
Martsad bin Abu Martsad;PERSON;SAHABAT;sekutu;Ali bin Abu Thalib;PERSON;000116-001;...ng. Sementara Rasulullah naik seekor onta bersama Ali bin Abu Thalib dan Martsad bin Abu Martsad Al-Ghanaw. Beliau mengangkat Ibnu Ummi Maktum men...;267;1;0.55;
Ibnu Ummi;PERSON;SAHABAT;sekutu;Ali bin Abu Thalib;PERSON;000116-001;...ng. Sementara Rasulullah naik seekor onta bersama Ali bin Abu Thalib dan Martsad bin Abu Martsad Al-Ghanaw. Beliau mengangkat Ibnu Ummi Maktum menjadi wakil beliau di Madinah Namun seti...;267;1;0.55;
Abul Bakhtari bin Hisyam;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000126-002;"...ka?"" ""Ada Uthbah dan Syaibah, kedua anak Rabi'ah, Abul Bakhtari bin Hisyam. Hakim bin Hizam, Naufal bin Khuwalid, Al-Harits bin Amir, Thu'aimah bin Adi, An-Nadhr bin Al-Harits, Zam'ah bin Al-Aswad, Abu Jahal bin Hisyam, Umayyah bin Khalaf ... "" dan beberapa orang lagi...";274-275;1;0.55;
Hakim bin Hizam;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000126-002;"...ah, kedua anak Rabi'ah, Abul Bakhtari bin Hisyam. Hakim bin Hizam, Naufal bin Khuwalid, Al-Harits bin Amir, Thu'aimah bin Adi, An-Nadhr bin Al-Harits, Zam'ah bin Al-Aswad, Abu Jahal bin Hisyam, Umayyah bin Khalaf ... "" dan beberapa orang lagi...";274-275;1;0.55;
Naufal bin Khuwalid;PERSON;KELUARGA;anak;Abu Jahal;PERSON;000126-002;"...bi'ah, Abul Bakhtari bin Hisyam. Hakim bin Hizam, Naufal bin Khuwalid, Al-Harits bin Amir, Thu'aimah bin Adi, An-Nadhr bin Al-Harits, Zam'ah bin Al-Aswad, Abu Jahal bin Hisyam, Umayyah bin Khalaf ... "" dan beberapa orang lagi...";274-275;1;0.55;
Utbah bin Rabi'ah;PERSON;MUSUH;musuh;Muhammad;PERSON;000129-003;"...rang-orang ini menjadi terpecah karena dia."" Lalu Utbah bin Rabi'ah berdiri di hadapan mereka dan berkata, ""Wahai semua orang Quraisy, demi Allah, sebenarnya tak ada gunanya kalian memerangi Muhammad dan rekan-rekannya. Demi Allah, kalau pun kalian...";277-279;1;0.55;
Utbah bin Rabi'ah;PERSON;KELUARGA;saudara;Amr bin Al-Hadhrami;PERSON;000129-004;"...ak lama masuk Islam dan juga ikut hijrah. Tatkala Utbah mendengar ucapan Abu Jahl, ""Demi Allah, rupanya dia benar-benar ketakutan,"" maka dia berkata, ""Perlu dilihat pantat siapa yang lebih takut, entah dia atau aku."" Karena merasa khawatir aksi penentangan ini semakin kuat dan untuk menghentikan dialog ini, maka Abu Jahl segera memanggil Amir bin Al-Hadhrami, saudara Amr bin Al-Hadhrami yang menjadi korban...";277-279;1;0.55;
Abu Jahal;PERSON;KELUARGA;saudara;Amr bin Al-Hadhrami;PERSON;000129-004;"...juga ikut hijrah. Tatkala Utbah mendengar ucapan Abu Jahl, ""Demi Allah, rupanya dia benar-benar ketakutan,"" maka dia berkata, ""Perlu dilihat pantat siapa yang lebih takut, entah dia atau aku."" Karena merasa khawatir aksi penentangan ini semakin kuat dan untuk menghentikan dialog ini, maka Abu Jahl segera memanggil Amir bin Al-Hadhrami, saudara Amr bin Al-Hadhrami yang menjadi korban...";277-279;1;0.55;
Sa'd bin Mu'adz;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000130-002;...Setelah itu beliau kembali lagi ke tenda bersama Abu Bakar. Sementara Sa'd bin Mu'adz bertanggung jawab memimpin satuan pasukan yang be...;279-281;1;0.55;
Abu Jahal;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000130-002;...Setelah itu beliau kembali lagi ke tenda bersama Abu Bakar. Sementara Sa'd bin Mu'adz bertanggung jawab memimpin satuan pasukan yang bertugas melindungi beliau. Ternyata pada hari itu Abu Jahl juga mencari-cari keputusan dari Allah dan mengha...;279-281;1;0.55;
Jibril;PERSON;KELUARGA;anak;Muhammad;PERSON;000133-001;"...bersabda, ""Bergembiralah wahai Abu Bakar. Inilah Jibril yang datang di atas gulungan-gulungan debu."" Dalam riwayat Muhammad bin Ishaq disebutkan: Rasulullah bersabda, ""Bergembiralah wahai Abu Bakar. Telah d...";284;1;0.55;
Muhammad;PERSON;MUSUH;musuh;Abu Jahal;PERSON;000137-002;"...yakan itu."" Dua pemuda itu pun langsung menyerang Abu Jahal secara serentak dengan pedangnya hingga dapat membunuhnya. Kemudian keduannya menemui Rasulullah dan beliau bertanya, Siapakah di antara kalian be...";287-289;1;0.55;
Mu'awwidz bin Ibnu Ishaq;PERSON;KELUARGA;anak;Mu'adz bin Amr;PERSON;000137-003;"...hkan harta rampasan miliknya secara khusus kepada Mu'adz bin Amr Al-Jamuh. Dua pemuda itu adalah Mu' adz bin Amr Al-Jamuh dan Mu'awwidz bin Ibnu Ishaq menuturkan, ""Mu'adz bin Amr bin Al-Jamuh berkata,...";287-289;1;0.55;
bin Amr bin Al-Jamuh;PERSON;KELUARGA;anak;Mu'adz bin Amr;PERSON;000137-003;"...hkan harta rampasan miliknya secara khusus kepada Mu'adz bin Amr Al-Jamuh. Dua pemuda itu adalah Mu' adz bin Amr Al-Jamuh dan Mu'awwidz bin Ibnu Ishaq menuturkan, ""Mu'adz bin Amr bin Al-Jamuh berkata, ""Aku mencari informasi dari orang-orang....";287-289;1;0.55;
Abul Bakhtari bin Hisyam;PERSON;KELUARGA;anak;Abdurrahman;PERSON;000138-003;...n serangan sehingga terpaksa Al-Mujadzdz membunuh Abul Bakhtari. 3. Abdurrahman bin Auf dan Umayyah bin Khalaf merupakan teman karib semasa Jahiliyah di Makkah. Pada Perang Badr itu Abdurrahman melewati Umayyah bin Khalaf yang sedang berpegang...;289-293;1;0.55;
Umayyah bin Khalaf;PERSON;KELUARGA;anak;Abdurrahman;PERSON;000138-003;...embunuh Abul Bakhtari. 3. Abdurrahman bin Auf dan Umayyah bin Khalaf merupakan teman karib semasa Jahiliyah di Makkah. Pada Perang Badr itu Abdurrahman melewati Umayyah bin Khalaf yang sedang berpegang...;289-293;1;0.55;
Muhammad;PERSON;SAHABAT;sekutu;Sa D bin Mu Adz;PERSON;000138-005;...menyerah dan kemudian ditawan, sementara saat itu Rasulullah berada di tenda bersama Sa d bin Mu adz yang berdiri di pintu tenda melihat ada rona keti...;289-293;1;0.55;
Mush'ab bin Umair;PERSON;KELUARGA;anak;Abu Aziz;PERSON;000138-006;...tersebut masih tetap 8. Setelah peperangan usai, Mush'ab bin Umair Al-Abdari melewati saudaranya, Abu Aziz bin Umair yang sebelah tangannya sedang diikat seorang Anshar sebagai tawanan. Dalam peperangan itu Abu Aziz bergabung bersama pasukan musyrikin. Mush'ab berk...;289-293;1;0.55;
Muhammad;PERSON;KELUARGA;pasangan;Utsman bin Affan;PERSON;000141-002;"...rah Badr, bersiap-siap untuk menyambut kedatangan Rasulullah atas kemenangan ini Usamah bin Zaid berkata, ""Kami menerima kabar itu selagi kami sedang meratakan tanah di rumah Ruqayah binti Rasulullah yang menjadi istri Utsman bin Affan, karena beliau telah menyerahkan kepadaku perlind...";297;1;0.55;
Usamah bin Zaid;PERSON;KELUARGA;pasangan;Utsman bin Affan;PERSON;000141-002;"...nyambut kedatangan Rasulullah atas kemenangan ini Usamah bin Zaid berkata, ""Kami menerima kabar itu selagi kami sedang meratakan tanah di rumah Ruqayah binti Rasulullah yang menjadi istri Utsman bin Affan, karena beliau telah menyerahkan kepadaku perlind...";297;1;0.55;
Ruqayah binti Rasulullah;PERSON;KELUARGA;pasangan;Utsman bin Affan;PERSON;000141-002;...r itu selagi kami sedang meratakan tanah di rumah Ruqayah binti Rasulullah yang menjadi istri Utsman bin Affan, karena beliau telah menyerahkan kepadaku perlind...;297;1;0.55;
Umar bin Al-Khaththab;PERSON;SAHABAT;sekutu;Abu Bakar;PERSON;000144-001;"...tuk meminta tebusan dari mereka. Inilah penuturan Umar bin Al-Khaththab pada keesokan harinya, ""Aku menemui Rasulullah yang bersama Abu Bakar. Keduanya menangis. Aku berkata, ""Wahai Rasululla...";300-302;1;0.55;
Umair bin Wahb;PERSON;SAHABAT;sekutu;Shafwan bin Umayyah;PERSON;000148-001;...abi Selang tak seberapa lama sesudah Perang Badr, Umair bin Wahb Al-Jumahi duduk-duduk di Hijir bersama Shafwan bin Umayyah. Umair adalah salah seorang pemimpin Quraisy yang...;308-310;1;0.55;
Wahb bin Umair;PERSON;SAHABAT;sekutu;Shafwan bin Umayyah;PERSON;000148-001;...r bin Wahb Al-Jumahi duduk-duduk di Hijir bersama Shafwan bin Umayyah. Umair adalah salah seorang pemimpin Quraisy yang dulu sering menyiksa Nabi dan para sahabat selagi masih di Makkah. Anaknya, Wahb bin Umair menjadi tawanan Perang Badr. Saat duduk itulah Um...;308-310;1;0.55;
Muhammad;PERSON;SAHABAT;sekutu;Shafwan bin Umayyah;PERSON;000148-003;"...abda, ""Bukankah engkau pernah duduk-duduk bersama Shafwan bin Umayyah di Hijr, lalu kalian berdua menyebut-nyebut orang-orang Quraisy yang dimasukkan ke dalam sumur, kemudian engkau berkata, ""Kalau tidak karena aku masih ada hutang yang harus kulunasi, dan kalau tidak karena keluarga yang kutakutkan akan musnah setelah kematianku, niscaya saat ini pun aku akan menunggang onta, akan kutemui Muhammad dan kubunuh dia? Bukankah Shafwan hendak menanggu...";308-310;1;0.55;
Ka'b bin Al-Asyraf;PERSON;KELUARGA;anak;Muhammad;PERSON;000155-003 | 000155-004;"...lullah bersabda, ""Siapakah yang berani menghadapi Ka'b bin Al-Asyraf? Sesungguhnya dia telah menyakiti Allah dan Rasul-Nya"", maka Muhammad bin Maslamah bangkit seraya berkata, ""Aku wahai Rasulullah. Apakah engkau suka jika aku membunuhnya?' ""Benar...";317-321;2;0.55;
Ka'b bin Malik;PERSON;KELUARGA;anak;Muhammad;PERSON;000155-003;"...h. ""Katakanlah! Inilah skenarionya untuk menjebak Ka'b. Muhammad bin Maslamah akan mendatangi Ka'b bin Al-Asyraf sambil berkata, ""Sesungguhnya Muhammad telah meminta sedekah kepada kami, namun begitu d...";317-321;1;0.55;
Sulaith bin An- Nu'man;PERSON;SAHABAT;sekutu;Nu'aim bin Ma'ud;PERSON;000157-002;...rdengar sampai ke Madinah. Ceritanya bermula dari Sulaith bin An- Nu'man yang telah masuk Islam dan masih berada di Makkah. Dia ikut-ikutan minum khamr bersama Nu'aim bin Ma'ud Al-Asy'ay. Saat itu khamr belum diharamkan. Karen...;321-323;1;0.55;
Zaid bin Arqam;PERSON;KELUARGA;anak;Al-Barra';PERSON;000166-001;...mah bin Zaid, Usaid bin Zhuhair, Zaid bin Tsabit, Zaid bin Arqam, Amr bin Hazm, Abu Sa'id Al-Khudri. dan Sa d bin Habbah. Di antara mereka ini pula nama Al-Barra' bin Azib. Tetapi Al-Bukhari menyebutkan bahwa Al-Barra' mati syahid dalam Perang Uhud ini Sedangkan Rafi...;329-330;1;0.55;
Amr bin Hazm;PERSON;KELUARGA;anak;Al-Barra';PERSON;000166-001;...aid bin Zhuhair, Zaid bin Tsabit, Zaid bin Arqam, Amr bin Hazm, Abu Sa'id Al-Khudri. dan Sa d bin Habbah. Di antara mereka ini pula nama Al-Barra' bin Azib. Tetapi Al-Bukhari menyebutkan bahwa Al-Barra' mati syahid dalam Perang Uhud ini Sedangkan Rafi...;329-330;1;0.55;
Abu Sa'id;PERSON;KELUARGA;anak;Al-Barra';PERSON;000166-001;...r, Zaid bin Tsabit, Zaid bin Arqam, Amr bin Hazm, Abu Sa'id Al-Khudri. dan Sa d bin Habbah. Di antara mereka ini pula nama Al-Barra' bin Azib. Tetapi Al-Bukhari menyebutkan bahwa Al-Barra' mati syahid dalam Perang Uhud ini Sedangkan Rafi...;329-330;1;0.55;
Sa;PERSON;KELUARGA;anak;Al-Barra';PERSON;000166-001;...bin Arqam, Amr bin Hazm, Abu Sa'id Al-Khudri. dan Sa d bin Habbah. Di antara mereka ini pula nama Al-Barra' bin Azib. Tetapi Al-Bukhari menyebutkan bahwa Al-Barra' mati syahid dalam Perang Uhud ini Sedangkan Rafi...;329-330;1;0.55;
D bin Habbah;PERSON;KELUARGA;anak;Al-Barra';PERSON;000166-001;...Arqam, Amr bin Hazm, Abu Sa'id Al-Khudri. dan Sa d bin Habbah. Di antara mereka ini pula nama Al-Barra' bin Azib. Tetapi Al-Bukhari menyebutkan bahwa Al-Barra' mati syahid dalam Perang Uhud ini Sedangkan Rafi...;329-330;1;0.55;
Abdullah bin Haram;PERSON;KELUARGA;anak;Jabir bin Abdullah;PERSON;000167-002;"...ah saja orang-orang Mukmin bertawakal. "" Saat itu Abdullah bin Haram, anak Jabir bin Abdullah, berusaha meng- ingatkan orang-orang munafik itu,...";330-331;1;0.55;
Abu Zaid;PERSON;KELUARGA;anak;Syurahbil bin Hasyim;PERSON;000175-002;...kejantanannya. Kemudian bendera beralih ke tangan Abu Zaid Amr bin Abdi Manaf Al-Abdari, yang akhirnya dia dapat dibunuh Quzman pula. Kemudian bendera beralih ke tangan seorang anak Syurahbil bin Hasyim Al-Abdari, yang akhirnya dia dapat dibunuh Quzman...;337-338;1;0.55;
Amr bin Abdi;PERSON;KELUARGA;anak;Syurahbil bin Hasyim;PERSON;000175-002;...nnya. Kemudian bendera beralih ke tangan Abu Zaid Amr bin Abdi Manaf Al-Abdari, yang akhirnya dia dapat dibunuh Quzman pula. Kemudian bendera beralih ke tangan seorang anak Syurahbil bin Hasyim Al-Abdari, yang akhirnya dia dapat dibunuh Quzman...;337-338;1;0.55;
